,address,city,soldDate,soldPrice,sqft,zipCode,borough,PricePerSQFT
10138,251 Withers St,Brooklyn,4-Jan-19,1430000.0,5754,11211,Brooklyn,248.52276677094196
10139,816 5th Ave,Brooklyn,4-Jan-19,1800000.0,2320,11232,Brooklyn,775.8620689655172
10140,18 Lake Ave #5,Brooklyn,4-Jan-19,435000.0,706,11235,Brooklyn,616.1473087818697
10141,2271 Pacific St #A,Brooklyn,4-Jan-19,975000.0,1948,11233,Brooklyn,500.51334702258725
10142,544 Jefferson Ave,Brooklyn,3-Jan-19,1285000.0,2772,11221,Brooklyn,463.56421356421356
10143,941 Albemarle Rd,Brooklyn,3-Jan-19,2475000.0,3083,11218,Brooklyn,802.7894907557574
10144,2060 Coleman St,Brooklyn,3-Jan-19,728000.0,1204,11234,Brooklyn,604.6511627906976
10145,3316 Avenue K,Brooklyn,3-Jan-19,635440.0,1204,11210,Brooklyn,527.7740863787376
10146,1388 E 18th St,Brooklyn,3-Jan-19,850000.0,1700,11230,Brooklyn,500.0
10147,137 W End Ave #1A,Brooklyn,3-Jan-19,693000.0,1254,11235,Brooklyn,552.6315789473684
10148,193 Schaefer St,Brooklyn,3-Jan-19,810000.0,1280,11207,Brooklyn,632.8125
10149,66 Gravesend Neck Rd,Brooklyn,3-Jan-19,1240000.0,2036,11223,Brooklyn,609.0373280943026
10150,155 Oceana Dr E #2A,Brooklyn,3-Jan-19,1900000.0,1860,11235,Brooklyn,1021.505376344086
10151,447 Milford St,Brooklyn,3-Jan-19,570000.0,1692,11208,Brooklyn,336.87943262411346
10152,20 Hale Ave,Brooklyn,3-Jan-19,715000.0,2988,11208,Brooklyn,239.2904953145917
10153,856 Herkimer St,Brooklyn,4-Jan-19,1050000.0,1673,11233,Brooklyn,627.6150627615062
10154,680 Lincoln Ave,Brooklyn,4-Jan-19,740500.0,2320,11208,Brooklyn,319.1810344827586
10155,1141 E 54th St,Brooklyn,4-Jan-19,670000.0,2180,11234,Brooklyn,307.3394495412844
10156,226 E 54th St,Brooklyn,4-Jan-19,655000.0,2814,11203,Brooklyn,232.76474769012083
10157,222 E 87th St,Brooklyn,4-Jan-19,560000.0,1718,11236,Brooklyn,325.9604190919674
10158,596 Warwick St,Brooklyn,4-Jan-19,585000.0,1810,11207,Brooklyn,323.2044198895028
10159,6619 Avenue N,Brooklyn,4-Jan-19,570000.0,1200,11234,Brooklyn,475.0
10160,1778 E 7th St,Brooklyn,4-Jan-19,1600000.0,2560,11223,Brooklyn,625.0
10161,971 Jerome St #1L,Brooklyn,4-Jan-19,330000.0,770,11207,Brooklyn,428.57142857142856
10162,136 Saint Marks Pl #5B,Brooklyn,4-Jan-19,855000.0,975,11217,Brooklyn,876.9230769230769
10163,9312 Farragut Rd,Brooklyn,4-Jan-19,663000.0,1872,11236,Brooklyn,354.1666666666667
10164,98 E 91st St,Brooklyn,4-Jan-19,580000.0,1584,11212,Brooklyn,366.16161616161617
10165,2136 61st St,Brooklyn,4-Jan-19,1680000.0,2720,11204,Brooklyn,617.6470588235294
10166,4712 Beverley Rd,Brooklyn,4-Jan-19,450000.0,1115,11203,Brooklyn,403.58744394618833
10167,609 E 48th St,Brooklyn,4-Jan-19,650000.0,1040,11203,Brooklyn,625.0
10168,117 E 38th St,Brooklyn,4-Jan-19,600000.0,2255,11203,Brooklyn,266.0753880266075
10169,18 Rodney St,Brooklyn,4-Jan-19,700000.0,5269,11249,Brooklyn,132.85253368760675
10170,723 E 82nd St,Brooklyn,4-Jan-19,665000.0,1466,11236,Brooklyn,453.6152796725784
10171,2882 W 15th St #5B,Brooklyn,4-Jan-19,520000.0,1498,11224,Brooklyn,347.1295060080107
10172,158 E 96th St,Brooklyn,4-Jan-19,900000.0,3198,11212,Brooklyn,281.42589118198873
10173,1637 78th St,Brooklyn,4-Jan-19,1720000.0,2800,11214,Brooklyn,614.2857142857143
10174,1497 Prospect Pl #1,Brooklyn,4-Jan-19,570000.0,825,11213,Brooklyn,690.9090909090909
10175,521 73rd St,Brooklyn,4-Jan-19,1200000.0,2380,11209,Brooklyn,504.20168067226894
10176,694 Degraw St #3,Brooklyn,4-Jan-19,2014650.0,1593,11217,Brooklyn,1264.6892655367233
10177,1148 Schenectady Ave,Brooklyn,4-Jan-19,684000.0,1300,11203,Brooklyn,526.1538461538462
10178,1874 E 14th St,Brooklyn,4-Jan-19,1350000.0,2808,11229,Brooklyn,480.7692307692308
10179,21 Devoe St,Brooklyn,4-Jan-19,2600000.0,2457,11211,Brooklyn,1058.2010582010582
10180,306 Gold St #9A,Brooklyn,4-Jan-19,999000.0,807,11201,Brooklyn,1237.918215613383
10181,758 E 91st St,Brooklyn,7-Jan-19,670000.0,2125,11236,Brooklyn,315.29411764705884
10182,654 E 17th St,Brooklyn,7-Jan-19,1682000.0,3304,11230,Brooklyn,509.0799031476998
10183,197 Madison St,Brooklyn,7-Jan-19,1242265.0,2880,11216,Brooklyn,431.3420138888889
10184,246 Bradford St,Brooklyn,7-Jan-19,415000.0,1820,11207,Brooklyn,228.02197802197801
10185,382 Eastern Pkwy #390,Brooklyn,7-Jan-19,490000.0,44580,11225,Brooklyn,10.991475998205473
10186,520 76th St,Brooklyn,7-Jan-19,1130000.0,1880,11209,Brooklyn,601.063829787234
10187,1942 W 5th St,Brooklyn,7-Jan-19,970000.0,1692,11223,Brooklyn,573.2860520094563
10188,125 Hull St #A,Brooklyn,7-Jan-19,1450000.0,2622,11233,Brooklyn,553.0129672006102
10189,246 Clifton Pl,Brooklyn,7-Jan-19,2425000.0,2640,11216,Brooklyn,918.560606060606
10190,300 15th St,Brooklyn,7-Jan-19,2190000.0,2028,11215,Brooklyn,1079.8816568047337
10191,167 E 89th St,Brooklyn,7-Jan-19,560000.0,1627,11236,Brooklyn,344.1917639827904
10192,7520 Ridge Blvd #2C,Brooklyn,7-Jan-19,338000.0,37041,11209,Brooklyn,9.125023622472396
10193,2514 E 28th St,Brooklyn,7-Jan-19,650000.0,1554,11235,Brooklyn,418.2754182754183
10194,1819 Avenue X,Brooklyn,7-Jan-19,1095000.0,2000,11235,Brooklyn,547.5
10195,6501 Avenue T,Brooklyn,8-Jan-19,550000.0,1300,11234,Brooklyn,423.0769230769231
10196,882 Union St #1D,Brooklyn,8-Jan-19,380000.0,1163,11215,Brooklyn,326.74118658641447
10197,34 N 7th St #6I,Brooklyn,8-Jan-19,1280000.0,917,11249,Brooklyn,1395.856052344602
10198,3903 Farragut Rd,Brooklyn,8-Jan-19,995000.0,3585,11210,Brooklyn,277.54532775453276
10199,30 Devoe St #3B,Brooklyn,8-Jan-19,675000.0,794,11211,Brooklyn,850.1259445843829
10200,90 Lewis Ave,Brooklyn,8-Jan-19,25000.0,2700,11206,Brooklyn,9.25925925925926
10201,400 Cozine Ave #14,Brooklyn,8-Jan-19,340000.0,864,11207,Brooklyn,393.51851851851853
10202,2008 E 72nd St,Brooklyn,8-Jan-19,925000.0,3525,11234,Brooklyn,262.4113475177305
10203,119 Crystal St,Brooklyn,8-Jan-19,770000.0,2394,11208,Brooklyn,321.6374269005848
10204,75 Henry St #8J,Brooklyn,8-Jan-19,550000.0,593599,11201,Brooklyn,0.9265514261311087
10205,441 81st St,Brooklyn,8-Jan-19,1200000.0,2300,11209,Brooklyn,521.7391304347826
10206,361 Euclid Ave,Brooklyn,9-Jan-19,744000.0,1478,11208,Brooklyn,503.382949932341
10207,1202 77th St,Brooklyn,9-Jan-19,970000.0,1869,11228,Brooklyn,518.9941144997325
10208,882 Union St #1C,Brooklyn,9-Jan-19,350000.0,1353,11215,Brooklyn,258.68440502586844
10209,225 Allen Ave,Brooklyn,9-Jan-19,560000.0,1064,11229,Brooklyn,526.3157894736842
10210,943 Saint Marks Ave #5C,Brooklyn,9-Jan-19,505000.0,605,11213,Brooklyn,834.7107438016529
10211,854 E 37th St,Brooklyn,9-Jan-19,560000.0,1654,11210,Brooklyn,338.57315598548973
10212,2173 E 38th St,Brooklyn,9-Jan-19,1250000.0,2860,11234,Brooklyn,437.06293706293707
10213,4665 Bedford Ave,Brooklyn,9-Jan-19,263640.0,12152,11235,Brooklyn,21.695194206714945
10214,743 Union St #1F,Brooklyn,9-Jan-19,380000.0,435,11215,Brooklyn,873.5632183908046
10215,1107 E 73rd St #49,Brooklyn,9-Jan-19,499999.0,933,11234,Brooklyn,535.9046087888531
10216,2336 Plumb 1st St,Brooklyn,9-Jan-19,515000.0,868,11229,Brooklyn,593.3179723502304
10217,421 13th St,Brooklyn,9-Jan-19,2850000.0,3000,11215,Brooklyn,950.0
10218,222 Withers St,Brooklyn,9-Jan-19,1120075.0,1660,11211,Brooklyn,674.7439759036145
10219,1582 E 15th St,Brooklyn,9-Jan-19,836500.0,1722,11230,Brooklyn,485.7723577235772
10220,220 Withers St,Brooklyn,9-Jan-19,1145531.0,859,11211,Brooklyn,1333.5634458672876
10221,1015 Bay Ridge Ave,Brooklyn,9-Jan-19,1750000.0,2544,11219,Brooklyn,687.8930817610063
10222,820 Elton St,Brooklyn,9-Jan-19,880000.0,1300,11208,Brooklyn,676.9230769230769
10223,17 Pilling St,Brooklyn,8-Jan-19,1205000.0,1989,11207,Brooklyn,605.8320764203118
10224,378 Clinton St #2,Brooklyn,8-Jan-19,625000.0,974,11231,Brooklyn,641.6837782340863
10225,437 Atkins Ave,Brooklyn,8-Jan-19,650000.0,2080,11208,Brooklyn,312.5
10226,298 Clinton Ave,Brooklyn,8-Jan-19,3625500.0,3001,11205,Brooklyn,1208.0973008997
10227,143 Jackson St #4B,Brooklyn,8-Jan-19,1110000.0,1105,11211,Brooklyn,1004.5248868778281
10228,1734 President St,Brooklyn,8-Jan-19,880000.0,4520,11213,Brooklyn,194.69026548672565
10229,408 Greene Ave,Brooklyn,8-Jan-19,20000.0,2700,11216,Brooklyn,7.407407407407407
10230,103 4th Ave #2L,Brooklyn,8-Jan-19,601000.0,648,11217,Brooklyn,927.4691358024692
10231,70 Washington St #8D,Brooklyn,10-Jan-19,2375000.0,1700,11201,Brooklyn,1397.0588235294117
10232,2342 80th St,Brooklyn,10-Jan-19,850000.0,1344,11214,Brooklyn,632.4404761904761
10233,658 Henry St,Brooklyn,10-Jan-19,529490.0,2430,11231,Brooklyn,217.89711934156378
10234,15 Tompkins Pl,Brooklyn,10-Jan-19,6400000.0,3840,11231,Brooklyn,1666.6666666666667
10235,137 Lynch St,Brooklyn,10-Jan-19,2000000.0,1952,11206,Brooklyn,1024.5901639344263
10236,265 Remsen Ave,Brooklyn,10-Jan-19,700000.0,1989,11212,Brooklyn,351.9356460532931
10237,54 Van Dyke St,Brooklyn,10-Jan-19,1575000.0,3064,11231,Brooklyn,514.0339425587467
10238,1953 Bay Ridge Ave,Brooklyn,10-Jan-19,1370000.0,2200,11204,Brooklyn,622.7272727272727
10239,1114 E 84th St,Brooklyn,10-Jan-19,815000.0,2700,11236,Brooklyn,301.85185185185185
10240,393 Dean St #4B,Brooklyn,10-Jan-19,1500000.0,1844,11217,Brooklyn,813.4490238611713
10241,741 Macdonough St #D1,Brooklyn,10-Jan-19,600000.0,1205,11233,Brooklyn,497.9253112033195
10242,1088 E 3rd St,Brooklyn,10-Jan-19,1410000.0,1932,11230,Brooklyn,729.8136645962733
10243,951 71st St,Brooklyn,10-Jan-19,1250000.0,2200,11228,Brooklyn,568.1818181818181
10244,7923 12th Ave,Brooklyn,10-Jan-19,2125000.0,2442,11228,Brooklyn,870.1883701883702
10245,3701 Avenue J,Brooklyn,10-Jan-19,700000.0,1556,11210,Brooklyn,449.87146529562983
10246,1550 E 96th St,Brooklyn,9-Jan-19,649000.0,1376,11236,Brooklyn,471.65697674418607
10247,423 17th St,Brooklyn,9-Jan-19,1598100.0,972,11215,Brooklyn,1644.1358024691358
10248,1134 E 84th St,Brooklyn,9-Jan-19,750000.0,2220,11236,Brooklyn,337.8378378378378
10249,1933 W 8th St,Brooklyn,9-Jan-19,800000.0,928,11223,Brooklyn,862.0689655172414
10250,14 Seba Ave,Brooklyn,9-Jan-19,470000.0,1220,11229,Brooklyn,385.24590163934425
10251,947 Thomas S Boyland St,Brooklyn,9-Jan-19,816000.0,3153,11212,Brooklyn,258.8011417697431
10252,552 Prospect Ave,Brooklyn,9-Jan-19,2000000.0,3346,11215,Brooklyn,597.7286312014345
10253,1200 Pacific St #1R,Brooklyn,9-Jan-19,833000.0,1070,11216,Brooklyn,778.5046728971963
10254,2233 E 14th St,Brooklyn,11-Jan-19,770000.0,792,11229,Brooklyn,972.2222222222222
10255,4 Lefferts Pl,Brooklyn,11-Jan-19,3425000.0,3700,11238,Brooklyn,925.6756756756756
10256,6604 12th Ave,Brooklyn,11-Jan-19,1650000.0,2600,11219,Brooklyn,634.6153846153846
10257,417 2nd St,Brooklyn,11-Jan-19,2850000.0,3040,11215,Brooklyn,937.5
10258,1435 Ovington Ave,Brooklyn,11-Jan-19,1185000.0,2760,11219,Brooklyn,429.3478260869565
10259,205 27th St,Brooklyn,11-Jan-19,1700000.0,3192,11232,Brooklyn,532.5814536340852
10260,1341 E 85th St,Brooklyn,11-Jan-19,590000.0,1760,11236,Brooklyn,335.22727272727275
10261,3821 Nautilus Ave,Brooklyn,11-Jan-19,1135000.0,4000,11224,Brooklyn,283.75
10262,7 Howard Pl,Brooklyn,11-Jan-19,1700000.0,1434,11215,Brooklyn,1185.4951185495117
10263,3835 Atlantic Ave,Brooklyn,11-Jan-19,1150000.0,2878,11224,Brooklyn,399.58304378040305
10264,2 Northside Piers #9C,Brooklyn,11-Jan-19,999000.0,775,11249,Brooklyn,1289.032258064516
10265,279 Prospect Ave #2C,Brooklyn,11-Jan-19,1250000.0,1362,11215,Brooklyn,917.7679882525697
10266,1010 E 35th St #1G,Brooklyn,11-Jan-19,550000.0,1289,11210,Brooklyn,426.68735453840185
10267,34 Eckford St #6A,Brooklyn,11-Jan-19,1100000.0,915,11222,Brooklyn,1202.1857923497269
10268,2111 Ocean Pkwy,Brooklyn,11-Jan-19,2200000.0,1664,11223,Brooklyn,1322.1153846153845
10269,490 Halsey St,Brooklyn,11-Jan-19,300000.0,2720,11233,Brooklyn,110.29411764705883
10270,217 Lafayette Ave #3,Brooklyn,11-Jan-19,1250000.0,940,11238,Brooklyn,1329.787234042553
10271,97 Bay 19th St,Brooklyn,11-Jan-19,700000.0,1440,11214,Brooklyn,486.1111111111111
10272,393 6th St,Brooklyn,11-Jan-19,2902000.0,4017,11215,Brooklyn,722.4296738859846
10273,9025 Kings Hwy,Brooklyn,15-Jan-19,485000.0,1881,11212,Brooklyn,257.8415736310473
10274,9908 Avenue L,Brooklyn,15-Jan-19,550000.0,1540,11236,Brooklyn,357.14285714285717
10275,469 81st St,Brooklyn,15-Jan-19,1500000.0,2640,11209,Brooklyn,568.1818181818181
10276,1867 W 5th St,Brooklyn,16-Jan-19,1770000.0,3432,11223,Brooklyn,515.7342657342657
10277,1251 Herkimer St,Brooklyn,16-Jan-19,1170000.0,3420,11233,Brooklyn,342.10526315789474
10278,78 E 54th St,Brooklyn,16-Jan-19,580000.0,1740,11203,Brooklyn,333.3333333333333
10279,1322 E 92nd St,Brooklyn,16-Jan-19,549000.0,1296,11236,Brooklyn,423.6111111111111
10280,71 Lexington Ave #5,Brooklyn,16-Jan-19,884000.0,673,11238,Brooklyn,1313.521545319465
10281,1020 Schenck Ave,Brooklyn,17-Jan-19,549000.0,1088,11207,Brooklyn,504.59558823529414
10282,447 64th St,Brooklyn,17-Jan-19,1183000.0,3285,11220,Brooklyn,360.12176560121765
10283,101 Rutledge St,Brooklyn,17-Jan-19,1175000.0,3300,11249,Brooklyn,356.06060606060606
10284,159 80th St,Brooklyn,17-Jan-19,1575000.0,1982,11209,Brooklyn,794.6518668012109
10285,36 Florence Ave,Brooklyn,17-Jan-19,450000.0,1368,11229,Brooklyn,328.94736842105266
10286,1865 68th St,Brooklyn,17-Jan-19,780000.0,2048,11204,Brooklyn,380.859375
10287,530 E 38th St,Brooklyn,17-Jan-19,535000.0,1280,11203,Brooklyn,417.96875
10288,1747 E 23rd St,Brooklyn,17-Jan-19,1150000.0,1932,11229,Brooklyn,595.2380952380952
10289,1217 E 80th St #155,Brooklyn,17-Jan-19,383000.0,1063,11236,Brooklyn,360.30103480714956
10290,4 Throop Ave #3C,Brooklyn,17-Jan-19,400000.0,1232,11206,Brooklyn,324.6753246753247
10291,2016 E 55th St,Brooklyn,17-Jan-19,445000.0,1296,11234,Brooklyn,343.3641975308642
10292,362 Eastern Pkwy #3B,Brooklyn,17-Jan-19,970000.0,1036,11225,Brooklyn,936.2934362934363
10293,169 Bay 32nd St,Brooklyn,17-Jan-19,995000.0,2540,11214,Brooklyn,391.73228346456693
10294,1229 E 85th St,Brooklyn,17-Jan-19,674025.0,1956,11236,Brooklyn,344.59355828220856
10295,762 Marcy Ave,Brooklyn,16-Jan-19,660000.0,2376,11216,Brooklyn,277.77777777777777
10296,10560 Flatlands 3rd St,Brooklyn,16-Jan-19,815000.0,2200,11236,Brooklyn,370.45454545454544
10297,216 Quincy St,Brooklyn,16-Jan-19,1695000.0,2880,11216,Brooklyn,588.5416666666666
10298,1969 W 11th St,Brooklyn,16-Jan-19,1447000.0,2340,11223,Brooklyn,618.3760683760684
10299,617 Vanderbilt Ave #5,Brooklyn,16-Jan-19,950000.0,1035,11238,Brooklyn,917.8743961352657
10300,63 Highland Pl,Brooklyn,16-Jan-19,675000.0,1960,11208,Brooklyn,344.38775510204084
10301,2739 Batchelder St,Brooklyn,16-Jan-19,725000.0,2052,11235,Brooklyn,353.3138401559454
10302,1445 E 85th St,Brooklyn,16-Jan-19,800000.0,3020,11236,Brooklyn,264.9006622516556
10303,66 Gelston Ave,Brooklyn,16-Jan-19,1542800.0,2480,11209,Brooklyn,622.0967741935484
10304,10101 Seaview Ave,Brooklyn,16-Jan-19,671000.0,2160,11236,Brooklyn,310.64814814814815
10305,103 Saint James Pl,Brooklyn,22-Jan-19,3640000.0,3008,11238,Brooklyn,1210.1063829787233
10306,10009 Avenue L,Brooklyn,18-Jan-19,360000.0,1540,11236,Brooklyn,233.76623376623377
10307,2737 Strickland Ave,Brooklyn,18-Jan-19,975000.0,2124,11234,Brooklyn,459.03954802259886
10308,1649 45th St,Brooklyn,18-Jan-19,877500.0,3230,11204,Brooklyn,271.671826625387
10309,126 11th St,Brooklyn,22-Jan-19,670000.0,784,11215,Brooklyn,854.5918367346939
10310,2159 83rd St,Brooklyn,22-Jan-19,1922456.0,3196,11214,Brooklyn,601.5193992490613
10311,246 Sumpter St #1B250,Brooklyn,22-Jan-19,605000.0,990,11233,Brooklyn,611.1111111111111
10312,245 Schaefer St,Brooklyn,22-Jan-19,800000.0,1325,11207,Brooklyn,603.7735849056604
10313,1229 E 98th St,Brooklyn,22-Jan-19,610000.0,1575,11236,Brooklyn,387.3015873015873
10314,1971 E 18th St,Brooklyn,22-Jan-19,1100000.0,1812,11229,Brooklyn,607.0640176600441
10315,1060 E 26th St,Brooklyn,22-Jan-19,1450000.0,2064,11210,Brooklyn,702.5193798449612
10316,100 Jay St #7K,Brooklyn,22-Jan-19,825000.0,761,11201,Brooklyn,1084.0998685939553
10317,1272 E 10th St,Brooklyn,22-Jan-19,2040000.0,2852,11230,Brooklyn,715.2875175315568
10318,460 Miller Ave,Brooklyn,22-Jan-19,720000.0,1880,11207,Brooklyn,382.97872340425533
10319,1097 Blake Ave,Brooklyn,22-Jan-19,450000.0,1134,11208,Brooklyn,396.8253968253968
10320,88 Wyckoff St #3H,Brooklyn,22-Jan-19,1080000.0,1010,11201,Brooklyn,1069.3069306930693
10321,5105 10th Ave,Brooklyn,22-Jan-19,912500.0,1280,11219,Brooklyn,712.890625
10322,630 E 8th St,Brooklyn,22-Jan-19,1025000.0,1312,11218,Brooklyn,781.25
10323,8606 Avenue L #603,Brooklyn,24-Jan-19,400000.0,1053,11236,Brooklyn,379.8670465337132
10324,2057 E 61st St,Brooklyn,24-Jan-19,700000.0,1575,11234,Brooklyn,444.44444444444446
10325,1203 E 17th St,Brooklyn,24-Jan-19,1165000.0,1800,11230,Brooklyn,647.2222222222222
10326,1971 E 16th St,Brooklyn,24-Jan-19,800000.0,2000,11229,Brooklyn,400.0
10327,9814 Avenue L,Brooklyn,24-Jan-19,510000.0,880,11236,Brooklyn,579.5454545454545
10328,70 Washington St #N,Brooklyn,24-Jan-19,1995000.0,1008,11201,Brooklyn,1979.1666666666667
10329,205 E 32nd St,Brooklyn,24-Jan-19,470000.0,1496,11226,Brooklyn,314.1711229946524
10330,6917 Avenue W,Brooklyn,24-Jan-19,2200000.0,11224,11234,Brooklyn,196.00855310049894
10331,1262 Blake Ave,Brooklyn,24-Jan-19,539928.0,2168,11208,Brooklyn,249.04428044280442
10332,74 Vanderbilt Ave,Brooklyn,24-Jan-19,2810000.0,1800,11205,Brooklyn,1561.111111111111
10333,70 Washington St #9T,Brooklyn,24-Jan-19,1100000.0,915,11201,Brooklyn,1202.1857923497269
10334,2409 Ocean Ave,Brooklyn,24-Jan-19,966000.0,26231,11229,Brooklyn,36.82665548396935
10335,205 Grant Ave,Brooklyn,24-Jan-19,825000.0,2320,11208,Brooklyn,355.6034482758621
10336,759 E 78th St,Brooklyn,24-Jan-19,850000.0,2214,11236,Brooklyn,383.92050587172537
10337,137 Weirfield St,Brooklyn,24-Jan-19,1550000.0,2385,11221,Brooklyn,649.895178197065
10338,419 Herkimer St,Brooklyn,24-Jan-19,430950.0,5750,11213,Brooklyn,74.94782608695652
10339,1609 Bergen St #2,Brooklyn,24-Jan-19,685000.0,1445,11213,Brooklyn,474.0484429065744
10340,2506 Newkirk Ave,Brooklyn,24-Jan-19,1550000.0,3933,11226,Brooklyn,394.10119501652684
10341,2211 Bragg St #6B,Brooklyn,25-Jan-19,255000.0,343584,11229,Brooklyn,0.7421765856384465
10342,355 Kings Hwy #2C,Brooklyn,25-Jan-19,475000.0,707,11223,Brooklyn,671.8528995756718
10343,1467 78th St,Brooklyn,25-Jan-19,900000.0,1494,11228,Brooklyn,602.4096385542168
10344,377 12th St,Brooklyn,25-Jan-19,1425000.0,1764,11215,Brooklyn,807.8231292517007
10345,310 Euclid Ave,Brooklyn,25-Jan-19,500000.0,1770,11208,Brooklyn,282.4858757062147
10346,106 Wakeman Pl,Brooklyn,25-Jan-19,1223000.0,2200,11220,Brooklyn,555.9090909090909
10347,1622 68th St,Brooklyn,28-Jan-19,990000.0,1820,11204,Brooklyn,543.9560439560439
10348,1409 E 49th St,Brooklyn,28-Jan-19,644000.0,1330,11234,Brooklyn,484.2105263157895
10349,255 79th St #D11,Brooklyn,27-Jan-19,305000.0,77280,11209,Brooklyn,3.946687370600414
10350,430 Hinsdale St,Brooklyn,25-Jan-19,479000.0,1332,11207,Brooklyn,359.6096096096096
10351,1102 Eldert Ln,Brooklyn,25-Jan-19,670000.0,2950,11208,Brooklyn,227.11864406779662
10352,7610 Narrows Ave,Brooklyn,25-Jan-19,1150000.0,1560,11209,Brooklyn,737.1794871794872
10353,150 Myrtle Ave #1601,Brooklyn,25-Jan-19,1425000.0,1113,11201,Brooklyn,1280.3234501347708
10354,247 Dahlgren Pl,Brooklyn,25-Jan-19,998000.0,1450,11228,Brooklyn,688.2758620689655
10355,696 Bradford St,Brooklyn,25-Jan-19,835000.0,2520,11207,Brooklyn,331.3492063492063
10356,156 Penn St,Brooklyn,25-Jan-19,758397.0,3340,11211,Brooklyn,227.06497005988024
10357,1350 E 84th St,Brooklyn,25-Jan-19,900000.0,3450,11236,Brooklyn,260.8695652173913
10358,1537 76th St,Brooklyn,25-Jan-19,1240000.0,2124,11228,Brooklyn,583.804143126177
10359,38 Broome St,Brooklyn,25-Jan-19,742960.0,1849,11222,Brooklyn,401.8171984856679
10360,522 Glenmore Ave,Brooklyn,25-Jan-19,585000.0,1208,11207,Brooklyn,484.27152317880797
10361,614 Decatur St,Brooklyn,28-Jan-19,1980000.0,2700,11233,Brooklyn,733.3333333333334
10362,2160 Kimball St,Brooklyn,28-Jan-19,609000.0,1156,11234,Brooklyn,526.8166089965398
10363,791 E 52nd St,Brooklyn,28-Jan-19,381550.0,1452,11203,Brooklyn,262.7754820936639
10364,84 E 39th St,Brooklyn,28-Jan-19,690000.0,1980,11203,Brooklyn,348.4848484848485
10365,522 E 24th St,Brooklyn,28-Jan-19,1900000.0,3316,11210,Brooklyn,572.9794933655006
10366,561 E 93rd St,Brooklyn,28-Jan-19,1095000.0,5340,11236,Brooklyn,205.0561797752809
10367,1488 E 27th St,Brooklyn,28-Jan-19,1250000.0,3000,11210,Brooklyn,416.6666666666667
10368,264 Grafton St,Brooklyn,28-Jan-19,430000.0,1116,11212,Brooklyn,385.3046594982079
10369,1834 67th St,Brooklyn,28-Jan-19,1300000.0,3036,11204,Brooklyn,428.1949934123847
10370,92 Hemlock St,Brooklyn,28-Jan-19,690000.0,2000,11208,Brooklyn,345.0
10371,352 Warwick St,Brooklyn,28-Jan-19,730000.0,1612,11207,Brooklyn,452.85359801488835
10372,2019 E 37th St,Brooklyn,28-Jan-19,730000.0,1008,11234,Brooklyn,724.2063492063492
10373,1551 45th St,Brooklyn,28-Jan-19,1300000.0,2175,11219,Brooklyn,597.7011494252873
10374,695 6th Ave #705,Brooklyn,28-Jan-19,898096.0,7644,11215,Brooklyn,117.49031920460492
10375,907 57th St,Brooklyn,28-Jan-19,1888000.0,2320,11219,Brooklyn,813.7931034482758
10376,31 Highlawn Ave,Brooklyn,28-Jan-19,1620000.0,3131,11223,Brooklyn,517.4065793676142
10377,85 1st Pl #3,Brooklyn,28-Jan-19,1200000.0,1250,11231,Brooklyn,960.0
10378,1421 Lincoln Pl,Brooklyn,28-Jan-19,1100000.0,3420,11213,Brooklyn,321.6374269005848
10379,1050 42nd St,Brooklyn,28-Jan-19,900000.0,6000,11219,Brooklyn,150.0
10380,189 Schermerhorn St #22D,Brooklyn,28-Jan-19,875000.0,606,11201,Brooklyn,1443.8943894389438
10381,189 Schermerhorn St #25G,Brooklyn,28-Jan-19,705000.0,512,11201,Brooklyn,1376.953125
10382,2028 E 71st St,Brooklyn,28-Jan-19,590000.0,1036,11234,Brooklyn,569.4980694980695
10383,369 6th Ave #4,Brooklyn,28-Jan-19,1640000.0,1074,11215,Brooklyn,1527.001862197393
10384,379 8th St,Brooklyn,28-Jan-19,2451000.0,2457,11215,Brooklyn,997.5579975579975
10385,930 E 9th St,Brooklyn,28-Jan-19,4000000.0,1790,11230,Brooklyn,2234.63687150838
10386,1437 Troy Ave,Brooklyn,28-Jan-19,700000.0,1938,11203,Brooklyn,361.1971104231166
10387,672 Linden Blvd,Brooklyn,28-Jan-19,787900.0,2080,11203,Brooklyn,378.7980769230769
10388,464 74th St,Brooklyn,28-Jan-19,1400000.0,1760,11209,Brooklyn,795.4545454545455
10389,145 McGuinness Blvd #5A,Brooklyn,28-Jan-19,1250000.0,1269,11222,Brooklyn,985.0275807722617
10390,1770 Kimball St,Brooklyn,28-Jan-19,890000.0,1104,11234,Brooklyn,806.1594202898551
10391,2082 64th St,Brooklyn,30-Jan-19,988000.0,1600,11204,Brooklyn,617.5
10392,150 Skillman St #1,Brooklyn,30-Jan-19,800000.0,1783,11205,Brooklyn,448.681996634885
10393,8821 16th Ave,Brooklyn,30-Jan-19,870000.0,2620,11214,Brooklyn,332.0610687022901
10394,17 Hemlock St,Brooklyn,30-Jan-19,845000.0,1232,11208,Brooklyn,685.8766233766233
10395,43 Strong Pl,Brooklyn,30-Jan-19,4300000.0,3488,11231,Brooklyn,1232.7981651376147
10396,202 Bay 34th St,Brooklyn,30-Jan-19,818000.0,1532,11214,Brooklyn,533.9425587467363
10397,744 Lincoln Ave,Brooklyn,30-Jan-19,678500.0,1508,11208,Brooklyn,449.9336870026525
