address,city,soldDate,soldPrice,sqft,zipCode
,,,,,
8658 108th St,Jamaica,26-Dec-18,"$780,000 ","1,669 sqft",11418
,,,,,
10915 Pinegrove St,Jamaica,26-Dec-18,Contact For Estimate,"1,248 sqft",11435
,,,,,
5332 193rd St,Flushing,26-Dec-18,"$1,380,000 ","2,600 sqft",11365
,,,,,
6807 242nd St #32B,Flushing,26-Dec-18,"$380,000 ",561 sqft,11362
,,,,,
14923 17th Ave,Flushing,26-Dec-18,"$1,499,000 ","2,496 sqft",11357
,,,,,
8225 247th St,Jamaica,26-Dec-18,"$735,000 ","1,178 sqft",11426
,,,,,
14424 120th Ave,Jamaica,26-Dec-18,Contact For Estimate,896 sqft,11436
,,,,,
10842 68th Ave,Flushing,26-Dec-18,"$1,735,000 ","1,511 sqft",11375
,,,,,
22901 69th Ave #84,Flushing,26-Dec-18,"$755,000 ","1,618 sqft",11364
,,,,,
4938 Horatio Pkwy,Flushing,26-Dec-18,"$1,270,000 ","2,280 sqft",11364
,,,,,
5368 65th Pl,Flushing,26-Dec-18,Contact For Estimate,"2,350 sqft",11378
,,,,,
25028 42nd Ave,Flushing,26-Dec-18,"$970,000 ","2,138 sqft",11363
,,,,,
21947 67th Ave,Flushing,26-Dec-18,"$442,000 ",654 sqft,11364
,,,,,
15565 115th Rd,Jamaica,26-Dec-18,"$525,000 ","1,152 sqft",11434
,,,,,
5502 96th St,Flushing,26-Dec-18,"$785,000 ","1,344 sqft",11368
,,,,,
2148 41st St,Long Island City,26-Dec-18,"$1,560,000 ","2,786 sqft",11105
,,,,,
8923 129th St,Jamaica,26-Dec-18,"$450,000 ","1,080 sqft",11418
,,,,,
9159 84th St,Jamaica,26-Dec-18,"$570,000 ","1,336 sqft",11421
,,,,,
6223 78th St,Flushing,26-Dec-18,"$1,280,000 ","1,560 sqft",11379
,,,,,
3833 215th St,Flushing,26-Dec-18,"$1,180,000 ","2,000 sqft",11361
,,,,,
3337 83rd St,Flushing,26-Dec-18,"$1,728,000 ","3,560 sqft",11372
,,,,,
8609 91st Ave,Jamaica,27-Dec-18,"$900,000 ","2,460 sqft",11421
,,,,,
3591 161st St #4D,Flushing,27-Dec-18,"$507,000 ",706 sqft,11358
,,,,,
16030 119th Rd,Jamaica,27-Dec-18,"$790,000 ","1,344 sqft",11434
,,,,,
11131 135th St,Jamaica,27-Dec-18,Contact For Estimate,"2,530 sqft",11420
,,,,,
13 E 10th Rd,Broad Channel,27-Dec-18,"$21,100 ","1,332 sqft",11693
,,,,,
5525 98th Pl #1E,Corona,27-Dec-18,"$250,000 ","225,240 sqft",11368
,,,,,
6131 77th St,Flushing,27-Dec-18,"$843,000 ","1,152 sqft",11379
,,,,,
2 Bay Club Dr #18Y,Flushing,27-Dec-18,"$660,000 ",767 sqft,11360
,,,,,
8823 Doran Ave,Glendale,27-Dec-18,"$775,000 ","1,471 sqft",11385
,,,,,
15040 Tahoe St #3D,Jamaica,27-Dec-18,"$305,000 ",975 sqft,11417
,,,,,
1616 Putnam Ave,Flushing,27-Dec-18,"$1,182,000 ","3,120 sqft",11385
,,,,,
2032 127th St,Flushing,27-Dec-18,"$812,000 ","1,926 sqft",11356
,,,,,
16532 S Conduit Ave,Jamaica,27-Dec-18,"$525,000 ",867 sqft,11434
,,,,,
13014 177th St,Jamaica,27-Dec-18,"$925,000 ","1,275 sqft",11434
,,,,,
7281 113th St #4D,Forest Hills,27-Dec-18,"$340,000 ","122,606 sqft",11375
,,,,,
238 Beach 12th St,Far Rockaway,27-Dec-18,"$790,000 ","2,000 sqft",11691
,,,,,
8374 Talbot St,Jamaica,27-Dec-18,"$235,000 ","67,136 sqft",11415
,,,,,
13222 84th St,Jamaica,27-Dec-18,"$630,000 ","1,216 sqft",11417
,,,,,
509 48th Ave #2D,Long Island City,27-Dec-18,"$500,000 ",460 sqft,11101
,,,,,
10436 203rd St,Jamaica,27-Dec-18,"$520,000 ","1,772 sqft",11412
,,,,,
24035 66th Ave,Flushing,26-Dec-18,"$799,200 ","1,520 sqft",11362
,,,,,
13803 Lakewood Ave,Jamaica,26-Dec-18,Contact For Estimate,"4,108 sqft",11435
,,,,,
8801 Aubrey Ave,Glendale,26-Dec-18,"$670,000 ","1,568 sqft",11385
,,,,,
8913 70th Ave,Flushing,26-Dec-18,"$935,000 ","1,216 sqft",11375
,,,,,
7129 Park Ave #2,Flushing,26-Dec-18,"$630,000 ",995 sqft,11365
,,,,,
507 College Pl,Flushing,26-Dec-18,"$650,000 ","1,326 sqft",11356
,,,,,
3501 Leavitt St,Flushing,26-Dec-18,Contact For Estimate,"3,735 sqft",11354
,,,,,
3605 216th St,Flushing,26-Dec-18,"$845,000 ","1,750 sqft",11361
,,,,,
2215 127th St,Flushing,26-Dec-18,"$1,105,000 ","2,000 sqft",11356
,,,,,
26520 79th Ave,Glen Oaks,26-Dec-18,"$610,000 ","1,200 sqft",11004
,,,,,
3718 89th St,Flushing,28-Dec-18,"$740,000 ","1,626 sqft",11372
,,,,,
5040 Francis Lewis Blvd,Flushing,28-Dec-18,"$768,000 ","1,260 sqft",11364
,,,,,
15072 116th Rd,Jamaica,28-Dec-18,Contact For Estimate,995 sqft,11434
,,,,,
13219 83rd St,Jamaica,28-Dec-18,"$535,000 ","1,216 sqft",11417
,,,,,
14610 123rd Ave,Jamaica,28-Dec-18,"$528,928 ",850 sqft,11436
,,,,,
5021 Celtic Ave,Flushing,28-Dec-18,"$1,290,000 ","1,850 sqft",11377
,,,,,
26103 69th Ave,Glen Oaks,28-Dec-18,"$835,000 ","1,208 sqft",11004
,,,,,
1004 127th St,Flushing,28-Dec-18,"$942,500 ","1,848 sqft",11356
,,,,,
9810 64th Ave #1C,Rego Park,28-Dec-18,"$288,000 ","141,920 sqft",11374
,,,,,
7832 271st St,New Hyde Park,28-Dec-18,"$650,000 ",949 sqft,11040
,,,,,
6121 215th St,Flushing,31-Dec-18,"$1,120,000 ","1,620 sqft",11364
,,,,,
6724 Burns St,Flushing,31-Dec-18,"$1,060,000 ","2,103 sqft",11375
,,,,,
6405 Yellowstone Blvd #101S,Flushing,31-Dec-18,"$530,000 ",816 sqft,11375
,,,,,
11527 133rd St,Jamaica,31-Dec-18,Contact For Estimate,"1,024 sqft",11420
,,,,,
8721 87th St,Jamaica,31-Dec-18,Contact For Estimate,"28,100 sqft",11421
,,,,,
6615 74th St,Flushing,31-Dec-18,"$695,000 ","1,137 sqft",11379
,,,,,
11406 101st Ave,Jamaica,31-Dec-18,Contact For Estimate,"2,000 sqft",11419
,,,,,
3226 202nd St,Flushing,31-Dec-18,"$690,000 ","1,380 sqft",11361
,,,,,
4140 Union St #5E,Flushing,31-Dec-18,"$500,000 ",643 sqft,11355
,,,,,
7807 153rd Ave #1C-2,Jamaica,31-Dec-18,"$400,000 ","1,125 sqft",11414
,,,,,
16102 Normal Rd,Jamaica,31-Dec-18,"$770,000 ",520 sqft,11432
,,,,,
16812 Foch Blvd,Jamaica,31-Dec-18,Contact For Estimate,902 sqft,11434
,,,,,
25 North Dr,Flushing,31-Dec-18,Contact For Estimate,"3,157 sqft",11357
,,,,,
2032 120th St,Flushing,31-Dec-18,"$1,230,000 ","1,984 sqft",11356
,,,,,
8644 102nd Ave,Jamaica,31-Dec-18,"$565,000 ","1,488 sqft",11416
,,,,,
16006 33rd Ave,Flushing,31-Dec-18,Contact For Estimate,"3,005 sqft",11358
,,,,,
4711 217th St,Flushing,31-Dec-18,"$898,000 ","1,260 sqft",11361
,,,,,
5004 210th St,Flushing,31-Dec-18,"$998,000 ","1,733 sqft",11364
,,,,,
15115 84th St #6G,Jamaica,31-Dec-18,"$316,000 ",950 sqft,11414
,,,,,
3316 81st St #32A,Jackson Heights,31-Dec-18,"$365,000 ","193,193 sqft",11372
,,,,,
11164 43rd Ave,Flushing,31-Dec-18,"$720,000 ","1,536 sqft",11368
,,,,,
5826 85th St,Flushing,31-Dec-18,"$980,000 ","2,140 sqft",11379
,,,,,
624 160th St,Flushing,31-Dec-18,"$635,000 ","1,024 sqft",11357
,,,,,
11031 159th St,Jamaica,31-Dec-18,"$462,000 ",800 sqft,11433
,,,,,
11482 225th St,Jamaica,31-Dec-18,"$510,000 ","1,080 sqft",11411
,,,,,
541 47th Rd #3,Long Island City,31-Dec-18,"$1,875,000 ","1,626 sqft",11101
,,,,,
20714 Jordan Dr #16893,Flushing,28-Dec-18,"$699,000 ","1,205 sqft",11360
,,,,,
12223 180th St,Jamaica,28-Dec-18,Contact For Estimate,"1,050 sqft",11434
,,,,,
13543 123rd St,Jamaica,28-Dec-18,"$900,000 ","2,360 sqft",11420
,,,,,
2370 Corporal Kennedy St #57,Flushing,28-Dec-18,"$725,000 ","1,200 sqft",11360
,,,,,
11523 170th St,Jamaica,2-Jan-19,"$409,098 ","1,392 sqft",11434
,,,,,
5828 79th St,Flushing,2-Jan-19,Contact For Estimate,"1,152 sqft",11379
,,,,,
1246 120th St,Flushing,2-Jan-19,"$788,000 ","1,908 sqft",11356
,,,,,
8312 259th St,Glen Oaks,2-Jan-19,"$867,000 ","1,880 sqft",11004
,,,,,
16201 73rd Ave,Flushing,2-Jan-19,"$757,000 ","1,400 sqft",11366
,,,,,
4549 165th St,Flushing,2-Jan-19,"$1,350,000 ","2,204 sqft",11358
,,,,,
13214 95th Ave,Jamaica,2-Jan-19,Contact For Estimate,"2,064 sqft",11419
,,,,,
5711 E Hampton Blvd,Flushing,2-Jan-19,"$880,000 ","1,240 sqft",11364
,,,,,
3323 200th St,Flushing,2-Jan-19,"$766,000 ","1,080 sqft",11361
,,,,,
12349 Inwood St,Jamaica,2-Jan-19,"$405,000 ","1,441 sqft",11436
,,,,,
13235 Sanford Ave #6E,Flushing,2-Jan-19,"$530,000 ",848 sqft,11355
,,,,,
6414 Beach Channel Dr,Far Rockaway,2-Jan-19,"$590,000 ","1,920 sqft",11692
,,,,,
21211 47th Ave,Flushing,2-Jan-19,"$660,000 ",896 sqft,11361
,,,,,
24420 90th Ave,Jamaica,2-Jan-19,"$670,000 ","1,646 sqft",11426
,,,,,
2342 36th St,Long Island City,2-Jan-19,"$1,548,000 ","1,926 sqft",11105
,,,,,
9148 109th St,Jamaica,2-Jan-19,"$621,000 ","1,350 sqft",11418
,,,,,
19412 Hollis Ave,Jamaica,2-Jan-19,"$440,000 ","1,224 sqft",11412
,,,,,
22310 114th Ave,Jamaica,2-Jan-19,"$620,000 ","1,564 sqft",11411
,,,,,
11520 147th St,Jamaica,2-Jan-19,"$420,000 ","1,024 sqft",11436
,,,,,
15474 20th Rd,Flushing,2-Jan-19,"$1,155,000 ","2,208 sqft",11357
,,,,,
1 Bay Club Dr #2W,Flushing,2-Jan-19,"$520,000 ",762 sqft,11360
,,,,,
4533 160th St,Flushing,2-Jan-19,"$1,640,000 ","3,040 sqft",11358
,,,,,
4224 Marathon Pkwy,Flushing,2-Jan-19,"$505,000 ",600 sqft,11363
,,,,,
8586 87th St,Jamaica,2-Jan-19,"$695,000 ","1,531 sqft",11421
,,,,,
12318 145th St,Jamaica,2-Jan-19,"$760,000 ",896 sqft,11436
,,,,,
8419 51st Ave #5M,Elmhurst,2-Jan-19,"$335,000 ","87,780 sqft",11373
,,,,,
14531 230th St,Jamaica,2-Jan-19,"$420,000 ","1,216 sqft",11413
,,,,,
10314 Rockaway Beach Blvd #2B,Far Rockaway,31-Dec-18,"$400,000 ","1,087 sqft",11694
,,,,,
6428 75th St,Flushing,31-Dec-18,"$425,000 ",796 sqft,11379
,,,,,
11441 114th St,Jamaica,31-Dec-18,"$465,000 ","1,280 sqft",11420
,,,,,
6917 179th St,Flushing,2-Jan-19,"$845,000 ","2,016 sqft",11365
,,,,,
10969 Liverpool St,Jamaica,2-Jan-19,"$758,000 ","2,608 sqft",11435
,,,,,
1416 Chandler St,Far Rockaway,2-Jan-19,"$369,000 ","1,479 sqft",11691
,,,,,
8050 87th Ave,Jamaica,2-Jan-19,"$715,000 ","1,488 sqft",11421
,,,,,
4105 College Point Blvd #6A,Flushing,2-Jan-19,"$500,000 ",826 sqft,11355
,,,,,
3558 171st St,Flushing,2-Jan-19,"$1,090,000 ","1,395 sqft",11358
,,,,,
14104 70th Rd,Flushing,2-Jan-19,"$920,000 ","1,504 sqft",11367
,,,,,
22718 53rd Ave,Flushing,2-Jan-19,"$880,000 ","1,391 sqft",11364
,,,,,
6416 Ocean Ave S,Far Rockaway,2-Jan-19,"$940,000 ","3,018 sqft",11692
,,,,,
10514 63rd Rd,Flushing,2-Jan-19,Contact For Estimate,"1,848 sqft",11375
,,,,,
8944 Woodhaven Blvd,Jamaica,2-Jan-19,"$655,000 ","1,922 sqft",11421
,,,,,
1863 Starr St,Flushing,2-Jan-19,Contact For Estimate,"2,462 sqft",11385
,,,,,
10215 86th Ave,Jamaica,2-Jan-19,"$780,000 ","2,337 sqft",11418
,,,,,
13301 Boss St,Jamaica,2-Jan-19,"$700,000 ","1,720 sqft",11417
,,,,,
5967 59th Pl,Flushing,2-Jan-19,"$705,000 ","1,346 sqft",11378
,,,,,
26014 83rd Ave,Glen Oaks,2-Jan-19,Contact For Estimate,"1,000 sqft",11004
,,,,,
4125 Kissena Blvd #4B,Flushing,2-Jan-19,"$460,000 ",637 sqft,11355
,,,,,
20728 Jordan Dr #17961,Flushing,2-Jan-19,"$518,000 ",700 sqft,11360
,,,,,
10443 88th Ave,Jamaica,2-Jan-19,"$594,000 ","1,872 sqft",11418
,,,,,
312 Beach 15th St,Far Rockaway,2-Jan-19,"$580,000 ","4,500 sqft",11691
,,,,,
16607 14th Ave,Flushing,2-Jan-19,"$1,265,000 ","1,396 sqft",11357
,,,,,
8252 267th St,Glen Oaks,2-Jan-19,"$940,000 ","1,850 sqft",11004
,,,,,
9423 108th St,Jamaica,2-Jan-19,"$615,000 ","1,484 sqft",11419
,,,,,
3549 98th St,Flushing,2-Jan-19,"$1,395,000 ","2,440 sqft",11368
,,,,,
10332 126th St,Jamaica,2-Jan-19,"$606,000 ","1,264 sqft",11419
,,,,,
8014 192nd St,Jamaica,2-Jan-19,"$1,206,000 ","1,508 sqft",11423
,,,,,
6735 197th St,Flushing,2-Jan-19,"$780,000 ","1,024 sqft",11365
,,,,,
4545 156th St,Flushing,2-Jan-19,"$860,000 ","1,648 sqft",11355
,,,,,
7216 64th Pl,Glendale,2-Jan-19,Contact For Estimate,"3,120 sqft",11385
,,,,,
717 College Pl,Flushing,2-Jan-19,Contact For Estimate,"2,020 sqft",11356
,,,,,
25749 147th Rd,Jamaica,4-Jan-19,"$755,000 ","1,644 sqft",11422
,,,,,
20602 47th Ave,Flushing,3-Jan-19,"$685,000 ","1,224 sqft",11361
,,,,,
15091 116th Dr,Jamaica,3-Jan-19,"$339,000 ","1,027 sqft",11434
,,,,,
10159 98th St,Jamaica,3-Jan-19,"$485,000 ","1,511 sqft",11416
,,,,,
12107 Guy R Brewer Blvd,Jamaica,3-Jan-19,"$780,000 ","2,250 sqft",11434
,,,,,
14118 Cherry Ave #5F,Flushing,3-Jan-19,Contact For Estimate,"1,293 sqft",11355
,,,,,
11535 121st St,Jamaica,3-Jan-19,"$410,670 ","1,288 sqft",11420
,,,,,
10635 Union Hall St,Jamaica,3-Jan-19,Contact For Estimate,"2,300 sqft",11433
,,,,,
1343 Beach Channel Dr,Far Rockaway,3-Jan-19,"$250,000 ","2,034 sqft",11691
,,,,,
3538 208th St,Flushing,3-Jan-19,"$790,000 ","1,176 sqft",11361
,,,,,
7719 87th St,Glendale,3-Jan-19,"$670,000 ","1,328 sqft",11385
,,,,,
8080 Cypress Ave,Glendale,3-Jan-19,"$360,000 ",400 sqft,11385
,,,,,
3720 Prince St #7C,Flushing,3-Jan-19,"$700,000 ",732 sqft,11354
,,,,,
15702 Station Rd,Flushing,3-Jan-19,"$530,000 ",850 sqft,11355
,,,,,
125 Beach 4th St,Far Rockaway,3-Jan-19,"$1,250,000 ","4,257 sqft",11691
,,,,,
5705 Lawrence St,Flushing,3-Jan-19,"$770,000 ","1,560 sqft",11355
,,,,,
6434 215th St,Flushing,3-Jan-19,"$980,000 ","1,296 sqft",11364
,,,,,
14017 68th Dr,Flushing,3-Jan-19,"$831,000 ","1,296 sqft",11367
,,,,,
13523 122nd St,Jamaica,3-Jan-19,"$785,000 ","1,553 sqft",11420
,,,,,
6132 169th St,Flushing,3-Jan-19,Contact For Estimate,"3,232 sqft",11365
,,,,,
18629 Pineville Ln,Jamaica,7-Jan-19,"$555,000 ",853 sqft,11413
,,,,,
11916 164th St,Jamaica,7-Jan-19,"$678,000 ","1,356 sqft",11434
,,,,,
5711 256th St,Flushing,7-Jan-19,"$720,000 ","1,296 sqft",11362
,,,,,
14506 109th Ave,Jamaica,7-Jan-19,"$585,000 ","1,151 sqft",11435
,,,,,
2475 38th St #6A,Astoria,7-Jan-19,"$459,000 ","29,328 sqft",11103
,,,,,
8046 Grenfell St,Jamaica,7-Jan-19,"$1,390,000 ","3,203 sqft",11415
,,,,,
1214 31st Ave #6,Long Island City,7-Jan-19,"$480,000 ",506 sqft,11106
,,,,,
4250 27th St,Long Island City,7-Jan-19,"$778,961 ","4,500 sqft",11101
,,,,,
22424 Union Tpke #2R,Oakland Gardens,7-Jan-19,"$343,000 ","214,152 sqft",11364
,,,,,
15011 109th Rd,Jamaica,4-Jan-19,"$750,000 ","1,788 sqft",11433
,,,,,
1611 163rd St,Flushing,4-Jan-19,"$960,000 ","1,900 sqft",11357
,,,,,
6903 Catamaran Way,Far Rockaway,4-Jan-19,"$990,000 ","2,944 sqft",11692
,,,,,
4353 Robinson St,Flushing,4-Jan-19,"$790,000 ","1,156 sqft",11355
,,,,,
1028 Beach 22nd St,Far Rockaway,4-Jan-19,"$534,581 ","2,460 sqft",11691
,,,,,
4506 64th St #6Q,Woodside,4-Jan-19,"$725,000 ","1,005 sqft",11377
,,,,,
15032 59th Ave,Flushing,4-Jan-19,"$1,150,000 ","1,633 sqft",11355
,,,,,
1686 Linden St,Flushing,4-Jan-19,"$1,550,000 ","3,948 sqft",11385
,,,,,
13884 63rd Ave,Flushing,4-Jan-19,"$825,000 ","1,600 sqft",11367
,,,,,
21405 26th Ave,Flushing,4-Jan-19,Contact For Estimate,"2,990 sqft",11360
,,,,,
14912 82nd St,Jamaica,4-Jan-19,"$865,000 ","2,392 sqft",11414
,,,,,
7315 183rd St,Flushing,4-Jan-19,"$990,000 ","2,268 sqft",11366
,,,,,
7819 266th St,Glen Oaks,4-Jan-19,"$580,000 ","1,020 sqft",11004
,,,,,
6730 Dartmouth St #1H,Forest Hills,4-Jan-19,"$243,000 ","92,400 sqft",11375
,,,,,
9412 215th Pl,Jamaica,4-Jan-19,"$608,500 ","1,200 sqft",11428
,,,,,
10928 54th Ave,Flushing,8-Jan-19,"$930,000 ","1,760 sqft",11368
,,,,,
423 Beach 45th St,Far Rockaway,8-Jan-19,Contact For Estimate,620 sqft,11691
,,,,,
8023 232nd St,Jamaica,8-Jan-19,"$200,000 ","2,001 sqft",11427
,,,,,
7130 Harrow St,Flushing,8-Jan-19,"$1,700,000 ","2,244 sqft",11375
,,,,,
4351 Robinson St,Flushing,8-Jan-19,"$790,000 ","1,156 sqft",11355
,,,,,
2811 Westbourne Ave,Far Rockaway,8-Jan-19,"$575,000 ","2,140 sqft",11691
,,,,,
20403 42nd Ave,Flushing,8-Jan-19,"$1,278,000 ","1,733 sqft",11361
,,,,,
2260 79th St #2F,Flushing,8-Jan-19,"$485,000 ",803 sqft,11370
,,,,,
10814 42nd Ave,Flushing,8-Jan-19,"$1,310,000 ","2,160 sqft",11368
,,,,,
6076 71st St,Flushing,8-Jan-19,"$680,000 ",960 sqft,11378
,,,,,
212 E 8th Rd,Broad Channel,8-Jan-19,"$420,000 ","1,596 sqft",11693
,,,,,
6115 98th St #10C,Rego Park,8-Jan-19,"$290,000 ","580,800 sqft",11374
,,,,,
126 Beach 98th St,Far Rockaway,8-Jan-19,"$150,000 ","2,346 sqft",11694
,,,,,
14939 12th Ave,Flushing,8-Jan-19,"$700,000 ","1,922 sqft",11357
,,,,,
8605 91st Ave,Jamaica,8-Jan-19,"$900,000 ","2,460 sqft",11421
,,,,,
2014 120th St,Flushing,8-Jan-19,"$750,000 ","1,128 sqft",11356
,,,,,
11011 72nd Ave #5E,Forest Hills,8-Jan-19,"$499,000 ","76,770 sqft",11375
,,,,,
10730 135th St,Jamaica,7-Jan-19,"$750,000 ","1,312 sqft",11419
,,,,,
519 Beach 69th St,Far Rockaway,7-Jan-19,"$645,000 ","1,494 sqft",11692
,,,,,
10221 Nicolls Ave #B3D,Flushing,7-Jan-19,"$465,000 ",715 sqft,11368
,,,,,
4803 72nd St,Flushing,7-Jan-19,"$725,000 ","1,240 sqft",11377
,,,,,
6707 Austin St,Flushing,7-Jan-19,"$1,770,000 ","3,774 sqft",11375
,,,,,
2024 150th St,Flushing,7-Jan-19,Contact For Estimate,992 sqft,11357
,,,,,
11919 143rd St,Jamaica,7-Jan-19,"$640,000 ","1,363 sqft",11436
,,,,,
15115 84th St #5J,Jamaica,7-Jan-19,"$299,999 ",750 sqft,11414
,,,,,
13835 Elder Ave #1K,Flushing,7-Jan-19,"$650,000 ",871 sqft,11355
,,,,,
24944 Thebes Ave,Flushing,7-Jan-19,"$830,000 ","1,364 sqft",11362
,,,,,
722 125th St,Flushing,7-Jan-19,"$615,000 ",782 sqft,11356
,,,,,
16710 Crocheron Ave #2R,Flushing,7-Jan-19,"$275,000 ","86,896 sqft",11358
,,,,,
1204 Robin Ln,Flushing,7-Jan-19,"$527,000 ",731 sqft,11360
,,,,,
13820 97th Ave,Jamaica,9-Jan-19,"$770,000 ","2,360 sqft",11435
,,,,,
3807 221st St,Flushing,9-Jan-19,"$820,000 ","1,859 sqft",11361
,,,,,
13640 222nd St,Laurelton,9-Jan-19,"$460,000 ","1,050 sqft",11413
,,,,,
14405 224th St,Laurelton,9-Jan-19,"$755,000 ","2,100 sqft",11413
,,,,,
25110 71st Rd #30B,Bellerose,9-Jan-19,"$226,000 ","217,014 sqft",11426
,,,,,
8471 170th St,Jamaica,9-Jan-19,"$990,000 ","3,184 sqft",11432
,,,,,
11632 155th St,Jamaica,9-Jan-19,"$500,000 ","1,092 sqft",11434
,,,,,
14311 184th St,Jamaica,9-Jan-19,"$551,200 ",960 sqft,11413
,,,,,
11724 205th St,Jamaica,9-Jan-19,"$425,000 ","1,152 sqft",11412
,,,,,
2347 95th St,Flushing,9-Jan-19,"$450,000 ","1,216 sqft",11369
,,,,,
3205 154th St,Flushing,9-Jan-19,"$1,160,000 ","2,028 sqft",11354
,,,,,
8245 165th St,Jamaica,9-Jan-19,"$730,000 ","1,252 sqft",11432
,,,,,
13402 Garrett St,Jamaica,9-Jan-19,"$760,000 ","2,544 sqft",11434
,,,,,
14046 173rd St,Jamaica,8-Jan-19,Contact For Estimate,978 sqft,11434
,,,,,
5923 58th Dr,Flushing,8-Jan-19,"$630,000 ","1,224 sqft",11378
,,,,,
10467 125th St,Jamaica,8-Jan-19,"$570,000 ","1,328 sqft",11419
,,,,,
10211 Alstyne Ave,Flushing,8-Jan-19,"$748,000 ","1,298 sqft",11368
,,,,,
6114 170th St,Flushing,8-Jan-19,"$1,620,000 ","3,139 sqft",11365
,,,,,
8715 109th St,Jamaica,8-Jan-19,Contact For Estimate,"1,558 sqft",11418
,,,,,
6911 222nd St,Flushing,8-Jan-19,"$1,150,000 ","1,848 sqft",11364
,,,,,
8919 Albert Rd,Jamaica,8-Jan-19,Contact For Estimate,"2,400 sqft",11417
,,,,,
16711 Powells Cove Blvd #27,Flushing,8-Jan-19,"$800,000 ","1,645 sqft",11357
,,,,,
9731 85th St,Jamaica,8-Jan-19,"$750,000 ","2,017 sqft",11416
,,,,,
10941 Lefferts Blvd,Jamaica,8-Jan-19,"$780,000 ","1,464 sqft",11420
,,,,,
7810 79th Pl,Glendale,8-Jan-19,Contact For Estimate,"1,344 sqft",11385
,,,,,
6941 Alderton St,Flushing,8-Jan-19,"$912,500 ","1,312 sqft",11374
,,,,,
25720 87th Ave,Floral Park,8-Jan-19,"$600,000 ","1,128 sqft",11001
,,,,,
14943 12th Ave,Flushing,8-Jan-19,"$700,000 ","1,981 sqft",11357
,,,,,
10742 112th St,Jamaica,8-Jan-19,"$790,000 ","2,411 sqft",11419
,,,,,
14418 Negundo Ave,Flushing,8-Jan-19,"$916,000 ","1,644 sqft",11355
,,,,,
8718 162nd St,Jamaica,10-Jan-19,"$840,000 ","2,650 sqft",11432
,,,,,
11420 141st St,Jamaica,10-Jan-19,"$430,000 ",896 sqft,11436
,,,,,
4235 Main St #10-C,Flushing,10-Jan-19,"$892,000 ",733 sqft,11355
,,,,,
929 119th St,Flushing,10-Jan-19,"$770,000 ","1,639 sqft",11356
,,,,,
24203 131st Ave,Jamaica,10-Jan-19,"$562,000 ","1,774 sqft",11422
,,,,,
422 Beach 125th St,Far Rockaway,9-Jan-19,"$845,000 ","2,064 sqft",11694
,,,,,
6335 60th Pl,Flushing,9-Jan-19,"$1,290,000 ","2,320 sqft",11385
,,,,,
16726 109th Rd,Jamaica,9-Jan-19,"$800,000 ","1,280 sqft",11433
,,,,,
12949 135th St,Jamaica,9-Jan-19,Contact For Estimate,"1,120 sqft",11420
,,,,,
17254 126th Ave,Jamaica,9-Jan-19,Contact For Estimate,"1,054 sqft",11434
,,,,,
6532 79th Pl,Flushing,9-Jan-19,"$448,050 ",624 sqft,11379
,,,,,
11633 167th St,Jamaica,9-Jan-19,Contact For Estimate,"1,224 sqft",11434
,,,,,
210 Beach 142nd St,Far Rockaway,9-Jan-19,"$999,000 ","3,512 sqft",11694
,,,,,
4241 Judge St,Flushing,9-Jan-19,Contact For Estimate,"1,780 sqft",11373
,,,,,
5628 206th St,Flushing,9-Jan-19,"$760,000 ","1,152 sqft",11364
,,,,,
11511 111th Ave,Jamaica,9-Jan-19,"$560,000 ","1,408 sqft",11420
,,,,,
11041 156th St,Jamaica,9-Jan-19,"$450,000 ",708 sqft,11433
,,,,,
14044 34th Ave #2A,Flushing,9-Jan-19,"$450,000 ",594 sqft,11354
,,,,,
8441 123rd St,Jamaica,9-Jan-19,"$765,000 ","1,528 sqft",11415
,,,,,
4820 48th St,Flushing,9-Jan-19,Contact For Estimate,"3,960 sqft",11377
,,,,,
14934 12th Ave,Flushing,9-Jan-19,"$968,000 ","2,032 sqft",11357
,,,,,
5728 225th St,Flushing,9-Jan-19,"$1,100,000 ","2,268 sqft",11364
,,,,,
17541 Booth Memorial Ave,Flushing,9-Jan-19,"$619,000 ",801 sqft,11365
,,,,,
20108 50th Ave,Flushing,9-Jan-19,"$955,000 ","1,396 sqft",11364
,,,,,
4137 74th St,Flushing,9-Jan-19,"$1,750,000 ","3,280 sqft",11373
,,,,,
4618 160th St,Flushing,9-Jan-19,"$970,000 ","2,047 sqft",11358
,,,,,
7503 181st St,Flushing,9-Jan-19,Contact For Estimate,"1,418 sqft",11366
,,,,,
10935 132nd St,Jamaica,9-Jan-19,"$605,000 ","1,280 sqft",11420
,,,,,
13440 Cherry Ave #3E,Flushing,9-Jan-19,"$242,344 ",477 sqft,11355
,,,,,
15134 79th St #2D-2,Jamaica,9-Jan-19,"$361,000 ","1,125 sqft",11414
,,,,,
6945 108th St #1J,Flushing,11-Jan-19,"$344,130 ",470 sqft,11375
,,,,,
10427 196th St,Jamaica,11-Jan-19,"$870,000 ","1,984 sqft",11412
,,,,,
1815 215th St #1R,Bayside,11-Jan-19,"$425,000 ","324,261 sqft",11360
,,,,,
17317 104th Ave,Jamaica,11-Jan-19,"$811,200 ",995 sqft,11433
,,,,,
10920 Queens Blvd,Flushing,11-Jan-19,"$428,000 ","61,050 sqft",11375
,,,,,
