address,city,soldDate,soldPrice,sqft,zipCode
177 Van Buren St,Staten Island,30-Sep-18,"$2,000 ","2,815 sqft",10301
,,,,,
443 Pompey Ave,Staten Island,28-Sep-18,Contact For Estimate,"1,328 sqft",10312
,,,,,
55 Austin Pl #4Z,Staten Island,28-Sep-18,"$246,000 ",830 sqft,10304
,,,,,
43 Watkins Ave,Staten Island,28-Sep-18,"$450,000 ","1,512 sqft",10312
,,,,,
68 Rensselaer Ave,Staten Island,28-Sep-18,"$660,000 ","1,248 sqft",10312
,,,,,
52 Todt Hill Rd,Staten Island,28-Sep-18,"$835,000 ","1,204 sqft",10314
,,,,,
511 Naughton Ave,Staten Island,28-Sep-18,"$600,000 ","1,152 sqft",10305
,,,,,
20 Hartford St,Staten Island,28-Sep-18,"$498,000 ",896 sqft,10308
,,,,,
128 Corbin Ave,Staten Island,28-Sep-18,"$500,000 ","1,720 sqft",10308
,,,,,
234 Brehaut Ave,Staten Island,28-Sep-18,"$985,000 ","3,056 sqft",10307
,,,,,
67 Country Dr E #56,Staten Island,28-Sep-18,"$400,000 ","1,145 sqft",10314
,,,,,
703 Ilyssa Way,Staten Island,28-Sep-18,"$408,000 ","1,553 sqft",10312
,,,,,
32 Margo Loop,Staten Island,2-Oct-18,"$460,000 ","1,176 sqft",10301
,,,,,
57 Saturn Ln #A,Staten Island,2-Oct-18,"$355,000 ",957 sqft,10314
,,,,,
19 Ithaca St,Staten Island,1-Oct-18,"$2,000 ","1,344 sqft",10306
,,,,,
62 Thompson St,Staten Island,1-Oct-18,"$360,000 ",792 sqft,10304
,,,,,
15 Kathy Pl #3B,Staten Island,1-Oct-18,"$389,875 ","1,077 sqft",10314
,,,,,
348 Preston Ave,Staten Island,1-Oct-18,"$580,000 ","1,000 sqft",10312
,,,,,
100 Kirshon Ave,Staten Island,1-Oct-18,"$514,000 ","1,204 sqft",10314
,,,,,
245 Delaware Ave,Staten Island,1-Oct-18,Contact For Estimate,"1,328 sqft",10305
,,,,,
187 Cleveland Ave,Staten Island,1-Oct-18,"$572,900 ","1,228 sqft",10308
,,,,,
251 Emily Ln,Staten Island,1-Oct-18,"$260,000 ",929 sqft,10312
,,,,,
3184 Richmond Rd #B,Staten Island,1-Oct-18,"$318,000 ",964 sqft,10306
,,,,,
282 Fiske Ave,Staten Island,1-Oct-18,"$555,000 ",836 sqft,10314
,,,,,
184 Rensselaer Ave,Staten Island,1-Oct-18,"$900,000 ","2,300 sqft",10312
,,,,,
38 Alpine Ct,Staten Island,1-Oct-18,"$752,500 ","2,184 sqft",10310
,,,,,
77 Aymar Ave,Staten Island,1-Oct-18,"$550,000 ","1,200 sqft",10301
,,,,,
378 Cortelyou Ave,Staten Island,1-Oct-18,"$559,000 ","1,344 sqft",10312
,,,,,
220 Saint John Ave,Staten Island,1-Oct-18,"$675,000 ","1,200 sqft",10314
,,,,,
26 Deserre Ave,Staten Island,1-Oct-18,"$645,000 ","2,242 sqft",10312
,,,,,
61 Longview Rd,Staten Island,1-Oct-18,"$600,000 ","1,080 sqft",10304
,,,,,
133 Honey Ln,Staten Island,1-Oct-18,Contact For Estimate,"2,250 sqft",10307
,,,,,
831 Tompkins Ave,Staten Island,1-Oct-18,"$628,000 ","1,760 sqft",10305
,,,,,
148 McArthur Ave,Staten Island,1-Oct-18,Contact For Estimate,"1,536 sqft",10312
,,,,,
287 Willard Ave,Staten Island,1-Oct-18,"$345,000 ","1,096 sqft",10314
,,,,,
160 Roma Ave,Staten Island,1-Oct-18,"$615,000 ","1,536 sqft",10306
,,,,,
222 Wolverine St,Staten Island,1-Oct-18,"$650,000 ","1,092 sqft",10306
,,,,,
317 Abingdon Ave,Staten Island,1-Oct-18,"$550,000 ","1,428 sqft",10308
,,,,,
18 Marc St #A,Staten Island,1-Oct-18,"$350,000 ",972 sqft,10314
,,,,,
35 Willowbrook Rd,Staten Island,1-Oct-18,"$554,009 ","1,775 sqft",10302
,,,,,
87 Cranford Ave,Staten Island,1-Oct-18,"$375,000 ","1,200 sqft",10306
,,,,,
45 Braisted Ave,Staten Island,1-Oct-18,"$690,000 ","2,581 sqft",10314
,,,,,
28 Fenway Cir #2-1,Staten Island,3-Oct-18,"$162,240 ",717 sqft,10308
,,,,,
94 Seguine Pl,Staten Island,3-Oct-18,"$395,460 ","1,320 sqft",10312
,,,,,
105 Jamie Ln,Staten Island,3-Oct-18,"$400,000 ","1,354 sqft",10312
,,,,,
192 Gansevoort Blvd,Staten Island,3-Oct-18,"$685,000 ","1,000 sqft",10314
,,,,,
469 Clifton Ave,Staten Island,3-Oct-18,"$585,000 ","1,088 sqft",10305
,,,,,
25 Virginia Ave,Staten Island,3-Oct-18,"$695,000 ","2,242 sqft",10305
,,,,,
196 Saint Marys Ave,Staten Island,10-Oct-18,"$630,000 ","1,496 sqft",10305
,,,,,
158 Burke Ave,Staten Island,10-Oct-18,Contact For Estimate,"1,110 sqft",10314
,,,,,
428 Katan Ave,Staten Island,10-Oct-18,"$530,000 ","1,480 sqft",10308
,,,,,
29 Tompkins Cir,Staten Island,10-Oct-18,"$330,000 ","1,848 sqft",10301
,,,,,
168 Melvin Ave,Staten Island,10-Oct-18,"$520,000 ","1,260 sqft",10314
,,,,,
43 Ruth Pl #45,Staten Island,10-Oct-18,"$522,500 ","1,170 sqft",10305
,,,,,
41 Newberry Ave,Staten Island,10-Oct-18,Contact For Estimate,"1,370 sqft",10304
,,,,,
198 Van Duzer St,Staten Island,10-Oct-18,"$673,000 ","1,644 sqft",10301
,,,,,
695 Collfield Ave,Staten Island,10-Oct-18,"$830,000 ","2,214 sqft",10314
,,,,,
177 Chelsea St,Staten Island,10-Oct-18,"$850,000 ","2,820 sqft",10307
,,,,,
53 1/2 Highview Ave,Staten Island,10-Oct-18,"$365,000 ",736 sqft,10301
,,,,,
20 Lindenwood Rd,Staten Island,10-Oct-18,"$850,000 ","2,963 sqft",10308
,,,,,
25 Starlight Rd,Staten Island,10-Oct-18,"$725,000 ","1,705 sqft",10301
,,,,,
496 Jewett Ave,Staten Island,11-Oct-18,Contact For Estimate,"1,036 sqft",10302
,,,,,
126 Emily Ln,Staten Island,11-Oct-18,"$400,000 ","1,553 sqft",10312
,,,,,
139 Waldron Ave,Staten Island,11-Oct-18,Contact For Estimate,"1,548 sqft",10301
,,,,,
450 Adams Ave,Staten Island,11-Oct-18,"$570,000 ","1,280 sqft",10306
,,,,,
1003 W Fingerboard Rd,Staten Island,11-Oct-18,"$490,000 ","1,632 sqft",10304
,,,,,
17 Riverside Ln,Staten Island,11-Oct-18,"$593,000 ","2,059 sqft",10302
,,,,,
32 Derby Ct,Staten Island,11-Oct-18,"$399,000 ","1,080 sqft",10302
,,,,,
161 Fisher Ave,Staten Island,11-Oct-18,Contact For Estimate,"1,056 sqft",10307
,,,,,
63 Reading Ave,Staten Island,11-Oct-18,"$800,000 ","1,904 sqft",10312
,,,,,
131 Gauldy Ave,Staten Island,12-Oct-18,"$516,000 ","1,998 sqft",10314
,,,,,
102 South Ave,Staten Island,12-Oct-18,"$425,000 ","1,170 sqft",10303
,,,,,
80 Erastina Pl,Staten Island,12-Oct-18,Contact For Estimate,"1,064 sqft",10303
,,,,,
100 Colfax Ave #4N,Staten Island,12-Oct-18,"$268,000 ",893 sqft,10306
,,,,,
80 Islington St,Staten Island,12-Oct-18,"$720,000 ","2,376 sqft",10308
,,,,,
17 Gadsen Pl #1H,Staten Island,12-Oct-18,"$166,155 ",489 sqft,10314
,,,,,
135 Correll Ave,Staten Island,12-Oct-18,"$540,000 ","2,279 sqft",10312
,,,,,
46 Crown Ct,Staten Island,12-Oct-18,"$430,000 ","1,383 sqft",10312
,,,,,
49 Laforge Ave,Staten Island,12-Oct-18,"$350,000 ","1,071 sqft",10302
,,,,,
800 Brighton Ave,Staten Island,12-Oct-18,Contact For Estimate,"1,132 sqft",10301
,,,,,
29 Adams Ave,Staten Island,12-Oct-18,"$685,000 ","2,000 sqft",10306
,,,,,
95 Essex Dr #3J,Staten Island,12-Oct-18,"$403,000 ","1,138 sqft",10314
,,,,,
16 Theresa Ln,Staten Island,12-Oct-18,"$627,500 ","1,468 sqft",10308
,,,,,
32 Regis Dr,Staten Island,12-Oct-18,"$340,000 ",972 sqft,10314
,,,,,
12 Joseph Ct,Staten Island,12-Oct-18,"$390,000 ","1,344 sqft",10307
,,,,,
270 Malvine Ave,Staten Island,12-Oct-18,"$610,000 ","1,350 sqft",10309
,,,,,
50 Bond St,Staten Island,12-Oct-18,"$275,000 ","1,316 sqft",10302
,,,,,
17 Bentley Ln,Staten Island,12-Oct-18,"$555,000 ","1,350 sqft",10307
,,,,,
184 Figurea Ave,Staten Island,12-Oct-18,"$335,000 ","1,585 sqft",10312
,,,,,
9 Bidwell Ave,Staten Island,11-Oct-18,"$585,000 ","1,170 sqft",10314
,,,,,
36 Vanessa Ln,Staten Island,11-Oct-18,"$507,500 ","1,200 sqft",10312
,,,,,
156 Delaware Ave,Staten Island,11-Oct-18,"$1,125,000 ","2,590 sqft",10304
,,,,,
70 Longdale St,Staten Island,11-Oct-18,"$635,000 ","1,326 sqft",10314
,,,,,
121 Crystal Ave,Staten Island,11-Oct-18,"$682,500 ","2,093 sqft",10302
,,,,,
34 Gervil St,Staten Island,11-Oct-18,"$340,000 ","1,088 sqft",10309
,,,,,
77 Selkirk St,Staten Island,11-Oct-18,"$1,105,000 ","5,386 sqft",10309
,,,,,
93 Irvington St,Staten Island,11-Oct-18,"$750,000 ","2,750 sqft",10312
,,,,,
81 Lawrence Ave,Staten Island,11-Oct-18,"$505,000 ",952 sqft,10310
,,,,,
669 Sheldon Ave,Staten Island,11-Oct-18,"$665,000 ","1,820 sqft",10312
,,,,,
256 Katan Ave #A,Staten Island,11-Oct-18,"$345,000 ","1,047 sqft",10308
,,,,,
31 Jasper St,Staten Island,15-Oct-18,"$885,000 ","2,230 sqft",10314
,,,,,
441 Sleight Ave,Staten Island,15-Oct-18,"$599,000 ","1,226 sqft",10307
,,,,,
44 Crown Ct,Staten Island,15-Oct-18,Contact For Estimate,"1,383 sqft",10312
,,,,,
14 King James Ct,Staten Island,15-Oct-18,"$650,000 ","2,400 sqft",10308
,,,,,
3 Rumson Rd,Staten Island,15-Oct-18,"$360,000 ","1,008 sqft",10314
,,,,,
434 Crystal Ave,Staten Island,15-Oct-18,"$510,000 ","1,230 sqft",10314
,,,,,
315 Saint Marys Ave,Staten Island,15-Oct-18,Contact For Estimate,592 sqft,10305
,,,,,
23 Fuller Ct #A,Staten Island,15-Oct-18,"$290,000 ","1,068 sqft",10306
,,,,,
755 Narrows Rd N #805A,Staten Island,15-Oct-18,"$250,000 ",727 sqft,10304
,,,,,
637 Westwood Ave #A,Staten Island,15-Oct-18,"$450,000 ","1,224 sqft",10314
,,,,,
208 Pembrook Loop,Staten Island,15-Oct-18,"$585,000 ","2,200 sqft",10309
,,,,,
10 Joel Pl,Staten Island,15-Oct-18,Contact For Estimate,"1,880 sqft",10306
,,,,,
615 Correll Ave,Staten Island,15-Oct-18,"$352,500 ",978 sqft,10309
,,,,,
215 Hart Blvd #1K,Staten Island,15-Oct-18,"$320,000 ",914 sqft,10301
,,,,,
303 Naughton Ave,Staten Island,15-Oct-18,"$377,400 ","1,280 sqft",10305
,,,,,
108 Windermere Rd,Staten Island,15-Oct-18,Contact For Estimate,"1,623 sqft",10305
,,,,,
108 Coddington Ave,Staten Island,17-Oct-18,"$700,000 ","1,248 sqft",10306
,,,,,
90 Latourette St,Staten Island,17-Oct-18,"$837,500 ","2,400 sqft",10309
,,,,,
28 Ridge Ave,Staten Island,17-Oct-18,"$950,000 ","3,000 sqft",10304
,,,,,
11D Delmar Ave,Staten Island,17-Oct-18,"$430,000 ","1,427 sqft",10312
,,,,,
52 Delmar Ave,Staten Island,17-Oct-18,"$1,100,000 ","4,194 sqft",10312
,,,,,
12 Kinghorn St,Staten Island,17-Oct-18,"$605,000 ","1,340 sqft",10312
,,,,,
63 Ludlow St,Staten Island,17-Oct-18,"$610,000 ","1,512 sqft",10312
,,,,,
1453 Castleton Ave,Staten Island,17-Oct-18,"$245,000 ","1,240 sqft",10302
,,,,,
627 Katan Ave,Staten Island,17-Oct-18,"$515,000 ","1,536 sqft",10312
,,,,,
117 Milton Ave,Staten Island,19-Oct-18,Contact For Estimate,"1,100 sqft",10306
,,,,,
486 Arden Ave,Staten Island,19-Oct-18,"$654,500 ","1,610 sqft",10312
,,,,,
131 Harold St,Staten Island,19-Oct-18,"$790,000 ","2,360 sqft",10314
,,,,,
119 Wirt Ave,Staten Island,19-Oct-18,"$383,075 ","1,700 sqft",10309
,,,,,
23 Mundy Ave,Staten Island,22-Oct-18,"$489,000 ","1,300 sqft",10310
,,,,,
36 Village Ln #8A,Staten Island,22-Oct-18,"$420,000 ","1,011 sqft",10312
,,,,,
274 Green Valley Rd,Staten Island,22-Oct-18,Contact For Estimate,"1,614 sqft",10312
,,,,,
304 Brighton Ave,Staten Island,22-Oct-18,"$530,000 ",986 sqft,10301
,,,,,
125 Bedford Ave,Staten Island,22-Oct-18,"$550,000 ","1,056 sqft",10306
,,,,,
299 Tanglewood Dr,Staten Island,22-Oct-18,"$590,000 ","1,860 sqft",10308
,,,,,
630 Hunter Ave,Staten Island,22-Oct-18,"$538,000 ","1,620 sqft",10306
,,,,,
25 Curtis Pl,Staten Island,22-Oct-18,"$510,000 ","1,536 sqft",10301
,,,,,
80 Bay Street Lndg #8C,Staten Island,22-Oct-18,"$516,000 ",900 sqft,10301
,,,,,
203 Carlyle Grn,Staten Island,22-Oct-18,"$415,000 ","1,240 sqft",10312
,,,,,
23 Jennifer Ct,Staten Island,22-Oct-18,"$615,000 ","2,028 sqft",10314
,,,,,
123 Windham Loop,Staten Island,22-Oct-18,"$455,000 ","1,793 sqft",10314
,,,,,
68 Union Ave,Staten Island,22-Oct-18,Contact For Estimate,"1,404 sqft",10303
,,,,,
55 Delaware Ave,Staten Island,22-Oct-18,"$940,000 ","3,280 sqft",10304
,,,,,
126 Kensington Ave,Staten Island,22-Oct-18,"$743,500 ","1,860 sqft",10305
,,,,,
62 Lynhurst Ave,Staten Island,22-Oct-18,"$661,862 ","1,420 sqft",10305
,,,,,
35 Elwood Ave,Staten Island,22-Oct-18,"$547,500 ","1,302 sqft",10314
,,,,,
34 Leo St #A,Staten Island,19-Oct-18,"$415,000 ","1,180 sqft",10314
,,,,,
146 Highview Ave,Staten Island,19-Oct-18,"$180,000 ","1,350 sqft",10301
,,,,,
146 Harvest Ave,Staten Island,19-Oct-18,"$495,000 ","1,312 sqft",10310
,,,,,
133 Fiske Ave,Staten Island,19-Oct-18,"$562,500 ","1,744 sqft",10314
,,,,,
27 Dover Grn,Staten Island,19-Oct-18,"$439,000 ","1,112 sqft",10312
,,,,,
93 Gower St,Staten Island,19-Oct-18,"$440,000 ","1,800 sqft",10314
,,,,,
581 Rockaway St,Staten Island,19-Oct-18,"$526,050 ","3,200 sqft",10307
,,,,,
604 Ramona Ave,Staten Island,23-Oct-18,Contact For Estimate,864 sqft,10309
,,,,,
31 Justin Ave,Staten Island,23-Oct-18,"$445,000 ","1,000 sqft",10306
,,,,,
10 Martineau St,Staten Island,23-Oct-18,"$420,000 ","1,770 sqft",10303
,,,,,
912 Post Ave,Staten Island,23-Oct-18,"$125,000 ","1,405 sqft",10302
,,,,,
25 Taft Ave,Staten Island,23-Oct-18,"$550,000 ","1,660 sqft",10301
,,,,,
489 Davis Ave,Staten Island,23-Oct-18,"$999,900 ","1,216 sqft",10310
,,,,,
411 Father Capodanno Blvd,Staten Island,23-Oct-18,"$645,000 ","2,340 sqft",10305
,,,,,
58 Elson St,Staten Island,23-Oct-18,"$588,500 ","1,989 sqft",10314
,,,,,
245 Brehaut Ave,Staten Island,23-Oct-18,"$935,000 ","2,300 sqft",10307
,,,,,
1976 Arthur Kill Rd,Staten Island,23-Oct-18,"$379,000 ",980 sqft,10312
,,,,,
127 Pelton Ave,Staten Island,23-Oct-18,Contact For Estimate,"1,344 sqft",10310
,,,,,
41 Marne Ave,Staten Island,23-Oct-18,"$695,000 ","1,912 sqft",10312
,,,,,
19 Woodcrest Rd,Staten Island,23-Oct-18,"$580,000 ","2,400 sqft",10303
,,,,,
414 Darlington Ave,Staten Island,22-Oct-18,"$614,900 ","1,182 sqft",10309
,,,,,
19 Douglas Ave,Staten Island,22-Oct-18,"$480,000 ",741 sqft,10310
,,,,,
105 Medford Rd,Staten Island,22-Oct-18,"$955,000 ","2,469 sqft",10304
,,,,,
128 Todt Hill Rd,Staten Island,22-Oct-18,"$485,000 ","1,464 sqft",10314
,,,,,
15 Laforge Ave,Staten Island,22-Oct-18,"$499,999 ","1,096 sqft",10302
,,,,,
505 Naughton Ave,Staten Island,22-Oct-18,"$530,000 ","1,152 sqft",10305
,,,,,
28 Hett Ave #30,Staten Island,22-Oct-18,"$635,000 ","2,860 sqft",10306
,,,,,
3815 Amboy Rd,Staten Island,22-Oct-18,"$492,500 ","1,480 sqft",10308
,,,,,
344 Hamden Ave,Staten Island,22-Oct-18,"$588,000 ",896 sqft,10306
,,,,,
291 Green Valley Rd,Staten Island,22-Oct-18,"$565,000 ","1,614 sqft",10312
,,,,,
25 Gadsen Pl #1D,Staten Island,22-Oct-18,"$253,000 ",640 sqft,10314
,,,,,
175 Auburn Ave,Staten Island,22-Oct-18,"$928,000 ","2,808 sqft",10314
,,,,,
131 Bennett Ave,Staten Island,22-Oct-18,"$841,500 ","2,200 sqft",10312
,,,,,
268 Edison St,Staten Island,22-Oct-18,"$610,000 ","1,120 sqft",10306
,,,,,
40 Mulberry Cir,Staten Island,22-Oct-18,"$940,000 ","2,870 sqft",10314
,,,,,
484 Crystal Ave,Staten Island,22-Oct-18,"$645,000 ","1,850 sqft",10314
,,,,,
15 Charles Ct,Staten Island,22-Oct-18,"$1,230,000 ","3,000 sqft",10306
,,,,,
105 Lucille Ave,Staten Island,25-Oct-18,"$810,000 ","2,600 sqft",10309
,,,,,
276 Arlene St,Staten Island,25-Oct-18,"$800,000 ","2,431 sqft",10314
,,,,,
58 Caroline St,Staten Island,29-Oct-18,"$465,000 ","2,070 sqft",10310
,,,,,
231 Dover Grn,Staten Island,29-Oct-18,"$430,000 ","1,536 sqft",10312
,,,,,
151 Waterbury Ave #A,Staten Island,29-Oct-18,"$800,000 ","2,674 sqft",10309
,,,,,
251 Waters Ave,Staten Island,29-Oct-18,"$536,000 ","1,296 sqft",10314
,,,,,
215 Benziger Ave,Staten Island,29-Oct-18,"$500,000 ","2,100 sqft",10301
,,,,,
167 Mills Ave,Staten Island,29-Oct-18,"$589,000 ","1,519 sqft",10305
,,,,,
10 Mason Blvd,Staten Island,29-Oct-18,Contact For Estimate,"2,832 sqft",10309
,,,,,
290 Candon Ave,Staten Island,29-Oct-18,"$645,000 ","1,600 sqft",10309
,,,,,
364 Green Valley Rd,Staten Island,29-Oct-18,"$645,000 ","1,076 sqft",10312
,,,,,
29 Signs Rd,Staten Island,29-Oct-18,"$730,000 ","2,254 sqft",10314
,,,,,
2 Twombly Ave,Staten Island,29-Oct-18,"$835,000 ","2,392 sqft",10306
,,,,,
253 Albee Ave,Staten Island,26-Oct-18,"$690,000 ","1,952 sqft",10312
,,,,,
29 Bogota St,Staten Island,26-Oct-18,"$735,000 ","1,572 sqft",10314
,,,,,
135 Greenfield Ave,Staten Island,26-Oct-18,"$444,000 ","2,592 sqft",10304
,,,,,
63 Saturn Ln #63,Staten Island,26-Oct-18,"$330,000 ",941 sqft,10314
,,,,,
296 Manhattan St,Staten Island,26-Oct-18,"$540,000 ","1,440 sqft",10307
,,,,,
125 Rockland Ave,Staten Island,26-Oct-18,"$560,000 ","1,372 sqft",10306
,,,,,
67 Cannon Blvd,Staten Island,26-Oct-18,"$425,000 ",945 sqft,10306
,,,,,
68 Colon Ave,Staten Island,26-Oct-18,"$575,000 ","1,440 sqft",10308
,,,,,
61 Ilyssa Way,Staten Island,26-Oct-18,"$340,000 ","1,354 sqft",10312
,,,,,
473 Leverett Ave,Staten Island,26-Oct-18,"$599,000 ","1,344 sqft",10308
,,,,,
156 Prospect Ave,Staten Island,26-Oct-18,"$330,000 ","1,330 sqft",10301
,,,,,
151 Ross Ave,Staten Island,26-Oct-18,Contact For Estimate,"1,886 sqft",10306
,,,,,
114 Winchester Ave,Staten Island,26-Oct-18,"$562,500 ","1,520 sqft",10312
,,,,,
8 Mersereau Ave,Staten Island,26-Oct-18,"$385,000 ","1,950 sqft",10303
,,,,,
10 Mersereau Ave,Staten Island,26-Oct-18,"$415,000 ","1,950 sqft",10303
,,,,,
85 Kennington St,Staten Island,31-Oct-18,"$690,000 ","1,540 sqft",10308
,,,,,
25 Gadsen Pl #2A,Staten Island,31-Oct-18,"$195,000 ",489 sqft,10314
,,,,,
23 Mulberry Cir,Staten Island,31-Oct-18,"$800,000 ","2,870 sqft",10314
,,,,,
34 Hudson St,Staten Island,31-Oct-18,Contact For Estimate,"1,270 sqft",10304
,,,,,
98 Bower Ct,Staten Island,31-Oct-18,"$370,000 ","1,080 sqft",10309
,,,,,
490 Clove Rd #1G,Staten Island,31-Oct-18,"$279,000 ",900 sqft,10310
,,,,,
214 Market St,Staten Island,31-Oct-18,"$380,000 ","1,400 sqft",10310
,,,,,
29 Winfield Ave,Staten Island,30-Oct-18,"$513,000 ","1,316 sqft",10305
,,,,,
66 Sandywood Ln,Staten Island,30-Oct-18,"$435,000 ","1,900 sqft",10309
,,,,,
11 Father Capodanno Blvd #15,Staten Island,30-Oct-18,"$500,000 ",986 sqft,10305
,,,,,
92 Ada Dr,Staten Island,30-Oct-18,"$505,000 ","1,288 sqft",10314
,,,,,
239 Saint Marys Ave,Staten Island,30-Oct-18,"$539,000 ","1,140 sqft",10305
,,,,,
14 Blue Heron Dr,Staten Island,30-Oct-18,"$1,360,000 ","4,597 sqft",10312
,,,,,
285 Dewey Ave,Staten Island,30-Oct-18,"$985,000 ","1,800 sqft",10308
,,,,,
805 Nugent Ave,Staten Island,30-Oct-18,"$514,000 ","1,200 sqft",10306
,,,,,
94 Hatfield Pl,Staten Island,30-Oct-18,"$445,000 ","1,267 sqft",10302
,,,,,
19 Ramsey Ln,Staten Island,30-Oct-18,"$453,000 ","1,680 sqft",10314
,,,,,
79 Thollen St,Staten Island,30-Oct-18,"$504,000 ","1,232 sqft",10306
,,,,,
569 Ilyssa Way,Staten Island,30-Oct-18,"$270,000 ",929 sqft,10312
,,,,,
22 Nathan Ct,Staten Island,30-Oct-18,"$1,280,000 ","3,800 sqft",10309
,,,,,
729 Tysens Ln,Staten Island,30-Oct-18,"$820,000 ","2,150 sqft",10306
,,,,,
100 Goodall St,Staten Island,30-Oct-18,"$780,000 ","2,200 sqft",10308
,,,,,
218 Timber Ridge Dr #7218,Staten Island,30-Oct-18,"$398,880 ","1,405 sqft",10306
,,,,,
930 Edgegrove Ave,Staten Island,30-Oct-18,"$1,390,000 ","3,500 sqft",10309
,,,,,
241 Regis Dr,Staten Island,30-Oct-18,"$550,000 ","1,683 sqft",10314
,,,,,
31 Adlai Cir,Staten Island,30-Oct-18,"$559,692 ","1,080 sqft",10312
,,,,,
177 Rye Ave,Staten Island,29-Oct-18,"$600,000 ","1,368 sqft",10312
,,,,,
36 Arc Pl,Staten Island,29-Oct-18,"$550,000 ","1,230 sqft",10306
,,,,,
7 Ryan Pl,Staten Island,29-Oct-18,"$790,000 ","2,215 sqft",10312
,,,,,
105 Wheeler Ave,Staten Island,29-Oct-18,"$640,000 ","1,800 sqft",10314
,,,,,
60 Reno Ave,Staten Island,2-Nov-18,"$900,000 ","2,624 sqft",10306
,,,,,
389 Getz Ave,Staten Island,2-Nov-18,"$585,000 ","1,564 sqft",10312
,,,,,
40 Zephyr Ave,Staten Island,2-Nov-18,"$803,600 ","1,584 sqft",10312
,,,,,
517 Klondike Ave,Staten Island,2-Nov-18,"$938,888 ","3,000 sqft",10314
,,,,,
41 7th St,Staten Island,2-Nov-18,"$650,000 ","1,385 sqft",10306
,,,,,
132 Northern Blvd,Staten Island,1-Nov-18,"$691,955 ","1,500 sqft",10301
,,,,,
54 Tabb Pl,Staten Island,1-Nov-18,Contact For Estimate,"1,460 sqft",10302
,,,,,
682 Metropolitan Ave,Staten Island,1-Nov-18,"$960,000 ","2,868 sqft",10301
,,,,,
37 Norwalk Ave,Staten Island,1-Nov-18,"$550,000 ",960 sqft,10314
,,,,,
228 Brookfield Ave,Staten Island,1-Nov-18,Contact For Estimate,"1,744 sqft",10308
,,,,,
40 Grove Ave,Staten Island,1-Nov-18,"$320,000 ","1,080 sqft",10302
,,,,,
11 Donald Pl,Staten Island,1-Nov-18,"$600,000 ","1,412 sqft",10310
,,,,,
436 Ridgewood Ave,Staten Island,1-Nov-18,"$510,000 ","2,000 sqft",10312
,,,,,
92 Ocean Ave,Staten Island,1-Nov-18,"$700,000 ","2,388 sqft",10305
,,,,,
9 Egbert Pl,Staten Island,1-Nov-18,"$469,000 ",960 sqft,10305
,,,,,
100 Colfax Ave #6B,Staten Island,1-Nov-18,"$189,000 ",984 sqft,10306
,,,,,
445 Woolley Ave,Staten Island,1-Nov-18,"$588,888 ","1,148 sqft",10314
,,,,,
65 Leigh Ave,Staten Island,1-Nov-18,"$525,000 ","1,768 sqft",10314
,,,,,
16 Maple Pkwy,Staten Island,1-Nov-18,"$467,661 ","1,980 sqft",10303
,,,,,
17 Journeay St,Staten Island,1-Nov-18,"$335,000 ","1,408 sqft",10303
,,,,,
174 Natick St,Staten Island,1-Nov-18,"$667,530 ","1,912 sqft",10306
,,,,,
269 Kingsley Ave,Staten Island,1-Nov-18,"$740,000 ","2,337 sqft",10314
,,,,,
271A Signs Rd,Staten Island,1-Nov-18,"$460,000 ","1,476 sqft",10314
,,,,,
27 Thurston St,Staten Island,1-Nov-18,"$949,999 ","2,564 sqft",10314
,,,,,
196 Rosedale Ave,Staten Island,1-Nov-18,"$325,500 ",920 sqft,10312
,,,,,
125 Ridgecrest Ave,Staten Island,31-Oct-18,"$710,000 ","2,808 sqft",10312
,,,,,
693 Elbe Ave,Staten Island,31-Oct-18,"$230,000 ","1,248 sqft",10304
,,,,,
183 Greenleaf Ave,Staten Island,31-Oct-18,"$450,000 ","2,000 sqft",10310
,,,,,
94 Stroud Ave,Staten Island,31-Oct-18,"$880,000 ","1,880 sqft",10312
,,,,,
51 Westport St,Staten Island,31-Oct-18,"$395,000 ","1,500 sqft",10314
,,,,,
57 Brookside Loop,Staten Island,8-Nov-18,"$930,000 ","2,600 sqft",10309
,,,,,
7 Kathy Pl #A,Staten Island,8-Nov-18,"$400,000 ","1,189 sqft",10314
,,,,,
86 Virginia Ave,Staten Island,8-Nov-18,"$700,000 ","1,500 sqft",10305
,,,,,
81 Tioga St,Staten Island,7-Nov-18,"$720,000 ","1,776 sqft",10301
,,,,,
68 Jacques Ave,Staten Island,7-Nov-18,Contact For Estimate,"1,369 sqft",10306
,,,,,
214 Exeter St,Staten Island,7-Nov-18,Contact For Estimate,960 sqft,10308
,,,,,
39 Seafoam St,Staten Island,7-Nov-18,Contact For Estimate,455 sqft,10306
,,,,,
238 Simonson Ave,Staten Island,7-Nov-18,"$820,000 ","2,132 sqft",10303
,,,,,
128 Demopolis Ave,Staten Island,7-Nov-18,"$510,000 ","1,900 sqft",10308
,,,,,
303 Travis Ave,Staten Island,7-Nov-18,"$650,000 ","2,128 sqft",10314
,,,,,
249 Martin Ave,Staten Island,7-Nov-18,"$765,000 ","1,720 sqft",10314
,,,,,
1978 Arthur Kill Rd,Staten Island,7-Nov-18,"$337,900 ",980 sqft,10312
,,,,,
62 Wright Ave,Staten Island,7-Nov-18,"$620,000 ","2,304 sqft",10303
,,,,,
