,address,city,soldDate,soldPrice,sqft,zipCode,borough
6499,13801 233rd St,Jamaica,15-Jan-19,601000.0,1324,11422,Queens
6500,2540 Shore Blvd #9S,Long Island City,15-Jan-19,520000.0,623,11102,Queens
6501,6830 Fleet St,Flushing,15-Jan-19,1116000.0,1440,11375,Queens
6502,10555 87th St,Jamaica,17-Jan-19,520000.0,1184,11417,Queens
6503,3550 166th St,Flushing,17-Jan-19,1153000.0,2050,11358,Queens
6504,6341 Douglaston Pkwy #28,Flushing,17-Jan-19,700000.0,1520,11362,Queens
6505,21125 90th Ct,Jamaica,17-Jan-19,650000.0,1428,11428,Queens
6506,11126 Sutphin Blvd,Jamaica,17-Jan-19,450000.0,1190,11435,Queens
6507,8530 101st St,Jamaica,17-Jan-19,760000.0,1548,11418,Queens
6508,4212 Elbertson St,Flushing,17-Jan-19,1735000.0,3550,11373,Queens
6509,7934 269th St,New Hyde Park,17-Jan-19,605000.0,1023,11040,Queens
6510,15023 119th Ave,Jamaica,17-Jan-19,480000.0,1216,11434,Queens
6511,9114 23rd Ave,Flushing,17-Jan-19,1120000.0,2970,11369,Queens
6512,1635 Hancock St,Flushing,17-Jan-19,1649000.0,2160,11385,Queens
6513,7511 61st St,Glendale,17-Jan-19,1175000.0,2280,11385,Queens
6514,6013 56th Ave,Flushing,17-Jan-19,1110000.0,2350,11378,Queens
6515,7910 265th St,Glen Oaks,17-Jan-19,653800.0,989,11004,Queens
6516,4569 Clearview Expy,Flushing,16-Jan-19,670000.0,1024,11361,Queens
6517,10508 130th St,Jamaica,16-Jan-19,620000.0,1522,11419,Queens
6518,11134 133rd St,Jamaica,16-Jan-19,460000.0,1380,11420,Queens
6519,14020 181st St,Jamaica,16-Jan-19,870000.0,1190,11413,Queens
6520,10734 142nd St,Jamaica,16-Jan-19,490000.0,1330,11435,Queens
6521,10950 128th St,Jamaica,16-Jan-19,665000.0,1392,11420,Queens
6522,7039 66th Pl,Glendale,16-Jan-19,835000.0,1688,11385,Queens
6523,18730 Ilion Ave,Jamaica,16-Jan-19,545000.0,1623,11412,Queens
6524,2 Bay Club Dr #11W,Flushing,16-Jan-19,800000.0,1518,11360,Queens
6525,14444 87th Rd,Jamaica,16-Jan-19,710000.0,1758,11435,Queens
6526,9317 90th Ave,Jamaica,16-Jan-19,865000.0,2080,11421,Queens
6527,25752 148th Dr,Jamaica,16-Jan-19,630000.0,1125,11422,Queens
6528,3080 47th St #3A,Long Island City,16-Jan-19,625000.0,957,11103,Queens
6529,11457 225th St,Jamaica,16-Jan-19,649000.0,2352,11411,Queens
6530,2035 31st St,Long Island City,16-Jan-19,1200000.0,2016,11105,Queens
6531,3239 166th St,Flushing,16-Jan-19,985000.0,1374,11358,Queens
6532,9901 Corona Ave,Flushing,18-Jan-19,900000.0,2850,11368,Queens
6533,7119 162nd St #2L,Flushing,18-Jan-19,365000.0,512,11365,Queens
6534,18707 Ridgedale St,Jamaica,18-Jan-19,515000.0,1890,11413,Queens
6535,10712 Wren Pl,Jamaica,18-Jan-19,494500.0,1280,11433,Queens
6536,3053 73rd St,Flushing,18-Jan-19,950000.0,2422,11370,Queens
6537,8509 151st Ave #3A,Jamaica,18-Jan-19,240000.0,787,11414,Queens
6538,14835 58th Rd,Flushing,18-Jan-19,885000.0,1296,11355,Queens
6539,8740 Woodhaven Blvd,Jamaica,18-Jan-19,500000.0,1248,11421,Queens
6540,2715 Butler St,Flushing,18-Jan-19,970000.0,1680,11369,Queens
6541,22057 93rd Ave,Jamaica,18-Jan-19,640000.0,1776,11428,Queens
6542,8509 87th St,Jamaica,18-Jan-19,610000.0,2158,11421,Queens
6543,23007 141st Ave,Jamaica,18-Jan-19,420000.0,1040,11413,Queens
6544,16823 Powells Cove Blvd #11,Flushing,18-Jan-19,893000.0,1805,11357,Queens
6545,3214 172nd St,Flushing,18-Jan-19,1500000.0,2705,11358,Queens
6546,17210 109th Ave,Jamaica,18-Jan-19,835000.0,2100,11433,Queens
6547,15915 Laburnum Ave,Flushing,17-Jan-19,788000.0,1464,11358,Queens
6548,1563 149th St,Flushing,17-Jan-19,1145000.0,1456,11357,Queens
6549,7522 137th St,Flushing,17-Jan-19,1465000.0,1660,11367,Queens
6550,8923 199th St,Jamaica,17-Jan-19,645000.0,1248,11423,Queens
6551,17203 83rd Ave,Jamaica,17-Jan-19,840000.0,1560,11432,Queens
6552,4235 Main St #10-E,Flushing,17-Jan-19,665000.0,512,11355,Queens
6553,860 Central Ave,Far Rockaway,17-Jan-19,910000.0,2112,11691,Queens
6554,13411 Francis Lewis Blvd,Laurelton,17-Jan-19,624000.0,1378,11413,Queens
6555,16360 84th St,Jamaica,17-Jan-19,1300000.0,4608,11414,Queens
6556,8748 129th St,Jamaica,17-Jan-19,745000.0,1750,11418,Queens
6557,5740 81st St,Flushing,17-Jan-19,790000.0,1680,11379,Queens
6558,18901 118th Ave,Jamaica,17-Jan-19,550000.0,1800,11412,Queens
6559,1233 Robin Ln,Flushing,17-Jan-19,985000.0,1940,11360,Queens
6560,7538 192nd St,Flushing,17-Jan-19,915000.0,1214,11366,Queens
6561,16215 85th St,Jamaica,17-Jan-19,990000.0,2226,11414,Queens
6562,8985 221st St,Jamaica,22-Jan-19,590000.0,1653,11427,Queens
6563,6619 247th St,Flushing,22-Jan-19,958000.0,1480,11362,Queens
6564,8709 Sutter Ave,Jamaica,22-Jan-19,615000.0,1084,11417,Queens
6565,10048 194th St,Jamaica,22-Jan-19,595000.0,2042,11423,Queens
6566,17351 106th Ave,Jamaica,22-Jan-19,750000.0,1600,11433,Queens
6567,19303 120th Ave,Jamaica,22-Jan-19,560000.0,1147,11412,Queens
6568,13033 116th St,Jamaica,22-Jan-19,685000.0,1230,11420,Queens
6569,12023 135th St,Jamaica,22-Jan-19,400000.0,1888,11420,Queens
6570,11015 71st Rd #4L,Forest Hills,22-Jan-19,315000.0,79734,11375,Queens
6571,17949 Selover Rd,Jamaica,22-Jan-19,527500.0,1240,11434,Queens
6572,12452 135th Pl,Jamaica,22-Jan-19,665000.0,1557,11420,Queens
6573,8509 151st Ave,Jamaica,22-Jan-19,395000.0,1293,11414,Queens
6574,13234 Bennett Ct,Jamaica,22-Jan-19,570000.0,900,11434,Queens
6575,6939 228th St,Flushing,22-Jan-19,1710660.0,1999,11364,Queens
6576,24306 132nd Ave,Jamaica,22-Jan-19,479000.0,912,11422,Queens
6577,19411 112th Ave,Jamaica,22-Jan-19,517000.0,960,11412,Queens
6578,2112 Greene Ave,Flushing,22-Jan-19,915000.0,1526,11385,Queens
6579,10225 212th St,Jamaica,22-Jan-19,425000.0,1428,11429,Queens
6580,4362 164th St,Flushing,18-Jan-19,1250000.0,2200,11358,Queens
6581,7626 113th St #1E,Forest Hills,18-Jan-19,170000.0,23970,11375,Queens
6582,22430 Davenport Ave,Jamaica,18-Jan-19,603500.0,1552,11428,Queens
6583,20933 26th Ave,Flushing,18-Jan-19,710000.0,1312,11360,Queens
6584,2912 Deerfield Rd,Far Rockaway,18-Jan-19,375000.0,1914,11691,Queens
6585,515 49th Ave #3M,Long Island City,18-Jan-19,1145000.0,1446,11101,Queens
6586,3118 78th St,Flushing,18-Jan-19,830000.0,1330,11370,Queens
6587,9015 185th St,Jamaica,18-Jan-19,565000.0,1184,11423,Queens
6588,5128 Ireland St,Flushing,18-Jan-19,840000.0,1860,11373,Queens
6589,7513 60th Pl,Glendale,18-Jan-19,660000.0,1312,11385,Queens
6590,431 Beach 35th St,Far Rockaway,18-Jan-19,680000.0,2068,11691,Queens
6591,21432 45th Rd,Flushing,18-Jan-19,980000.0,1594,11361,Queens
6592,6112 Gates Ave,Flushing,23-Jan-19,1250000.0,3972,11385,Queens
6593,4306 Skillman Ave,Long Island City,23-Jan-19,1180000.0,2300,11104,Queens
6594,2701 Butler St,Flushing,23-Jan-19,859000.0,1612,11369,Queens
6595,18823 Liberty Ave,Jamaica,23-Jan-19,499000.0,1660,11412,Queens
6596,8020 149th Ave,Jamaica,23-Jan-19,850000.0,3120,11414,Queens
6597,1508 Parsons Blvd,Flushing,23-Jan-19,988000.0,1870,11357,Queens
6598,2643 96th St,Flushing,23-Jan-19,1285000.0,3476,11369,Queens
6599,14038 Latham Ln,Jamaica,23-Jan-19,503000.0,1088,11434,Queens
6600,14716 16th Rd,Flushing,23-Jan-19,850000.0,1282,11357,Queens
6601,8820 Parsons Blvd #4A,Jamaica,23-Jan-19,424000.0,810,11432,Queens
6602,10311 91st St,Ozone Park,23-Jan-19,800000.0,2304,11417,Queens
6603,315 Beach 73rd St,Far Rockaway,23-Jan-19,310000.0,2176,11692,Queens
6604,57-40A 81st St,Flushing,23-Jan-19,680000.0,1586,11379,Queens
6605,41 Ingram St,Flushing,23-Jan-19,1550000.0,1542,11375,Queens
6606,14930 88th St #4M,Jamaica,23-Jan-19,365000.0,1020,11414,Queens
6607,3539 89th St,Flushing,23-Jan-19,795000.0,3148,11372,Queens
6608,21768 100th Ave,Jamaica,23-Jan-19,570000.0,1248,11429,Queens
6609,10005 205th Pl,Jamaica,23-Jan-19,720000.0,1564,11423,Queens
6610,5507 69th Pl,Flushing,23-Jan-19,990000.0,1600,11378,Queens
6611,1055 Grassmere Ter,Far Rockaway,23-Jan-19,630000.0,1968,11691,Queens
6612,16123 83rd St,Jamaica,23-Jan-19,810000.0,2944,11414,Queens
6613,4028 College Point Blvd #1509,Flushing,23-Jan-19,540000.0,875,11354,Queens
6614,9015 197th St,Jamaica,23-Jan-19,560038.0,1976,11423,Queens
6615,2519 43rd Ave,Long Island City,23-Jan-19,790000.0,90019,11101,Queens
6616,6058 68th Rd,Flushing,23-Jan-19,1390000.0,3372,11385,Queens
6617,14521 106th Ave,Jamaica,23-Jan-19,641000.0,1504,11435,Queens
6618,3226 155th St,Flushing,22-Jan-19,990000.0,1755,11354,Queens
6619,7514 60th Pl,Glendale,22-Jan-19,470000.0,1377,11385,Queens
6620,6819 174th St,Flushing,22-Jan-19,730000.0,2101,11365,Queens
6621,2427 92nd St,Flushing,22-Jan-19,670000.0,1782,11369,Queens
6622,16865 93rd Ave,Jamaica,24-Jan-19,650000.0,1728,11433,Queens
6623,8618 77th St,Jamaica,24-Jan-19,600000.0,1312,11421,Queens
6624,15001 95th St #2,Jamaica,24-Jan-19,350000.0,1130,11417,Queens
6625,7211 Indiana Ave,Glendale,24-Jan-19,740000.0,2000,11385,Queens
6626,11220 72nd Dr #B21,Forest Hills,24-Jan-19,489000.0,238128,11375,Queens
6627,16716 73rd Ave,Flushing,24-Jan-19,990000.0,1329,11366,Queens
6628,13536 234th St,Jamaica,24-Jan-19,520000.0,1344,11422,Queens
6629,484 Beach 44th St,Far Rockaway,24-Jan-19,640000.0,2288,11691,Queens
6630,1546 147th St,Flushing,23-Jan-19,990000.0,1580,11357,Queens
6631,16404 Grand Central Pkwy,Jamaica,23-Jan-19,680000.0,1760,11432,Queens
6632,8806 215th St,Jamaica,23-Jan-19,452000.0,1336,11427,Queens
6633,8109 30th Ave,Flushing,23-Jan-19,790000.0,1831,11370,Queens
6634,22924 Edgewood Ave,Laurelton,23-Jan-19,901000.0,1020,11413,Queens
6635,10204 163rd Dr,Jamaica,23-Jan-19,445000.0,1540,11414,Queens
6636,Address Not Disclosed,Ridgewood,23-Jan-19,100000.0,4725,11385,Queens
6637,151 Beach 128th St,Far Rockaway,23-Jan-19,640000.0,1600,11694,Queens
6638,2330 207th St,Flushing,23-Jan-19,870000.0,1086,11360,Queens
6639,225-40 227th St,Jamaica,23-Jan-19,489600.0,1232,11412,Queens
6640,15831 96th St,Jamaica,23-Jan-19,680000.0,2288,11414,Queens
6641,6935 Springfield Blvd,Flushing,23-Jan-19,763000.0,1332,11364,Queens
6642,4818 195th St,Flushing,23-Jan-19,850000.0,1300,11365,Queens
6643,8133 165th St,Jamaica,23-Jan-19,890000.0,1196,11432,Queens
6644,14641 Cherry Ave,Flushing,23-Jan-19,1380000.0,1276,11355,Queens
6645,7502 189th St,Flushing,23-Jan-19,985000.0,1424,11366,Queens
6646,21602 93rd Ave,Jamaica,23-Jan-19,629000.0,1736,11428,Queens
6647,9417 52nd Ave,Flushing,23-Jan-19,748000.0,1267,11373,Queens
6648,5322 96th St,Flushing,23-Jan-19,960000.0,1760,11368,Queens
6649,13210 83rd St,Jamaica,23-Jan-19,641000.0,1216,11417,Queens
6650,8536 261st St,Floral Park,23-Jan-19,487000.0,1056,11001,Queens
6651,7703 88th Ave,Jamaica,23-Jan-19,440000.0,1536,11421,Queens
6652,15316 124th Ave,Jamaica,25-Jan-19,880000.0,2000,11434,Queens
6653,15510 Linden Blvd,Jamaica,25-Jan-19,440000.0,1152,11434,Queens
6654,3540 30th St #2G,Long Island City,25-Jan-19,825000.0,909,11106,Queens
6655,13854 62nd Rd,Flushing,24-Jan-19,905000.0,1322,11367,Queens
6656,11417 155th St,Jamaica,24-Jan-19,550000.0,1152,11434,Queens
6657,10829 160th St #26C,Jamaica,24-Jan-19,310000.0,923,11433,Queens
6658,3221 96th St,Flushing,24-Jan-19,625000.0,1358,11369,Queens
6659,432 Beach 48th St,Far Rockaway,24-Jan-19,640000.0,1869,11691,Queens
6660,22719 114th Rd,Jamaica,24-Jan-19,562000.0,1319,11411,Queens
6661,14437 225th St,Laurelton,24-Jan-19,485000.0,1442,11413,Queens
6662,20975 111th Ave,Jamaica,24-Jan-19,615000.0,1393,11429,Queens
6663,4022 College Point Blvd #9D,Flushing,24-Jan-19,618000.0,600,11354,Queens
6664,7209 Dane Pl,Flushing,24-Jan-19,773000.0,1440,11375,Queens
6665,6611 51st Rd,Flushing,24-Jan-19,400000.0,3234,11377,Queens
6666,14207 230th Pl,Laurelton,24-Jan-19,460000.0,1400,11413,Queens
6667,10423 107th St,Jamaica,24-Jan-19,685000.0,2360,11417,Queens
6668,2131 Nameoke Ave,Far Rockaway,24-Jan-19,600000.0,3060,11691,Queens
6669,20730 Jordan Dr #17973,Flushing,24-Jan-19,725000.0,1155,11360,Queens
6670,7014 53rd Ave,Flushing,24-Jan-19,790000.0,1440,11378,Queens
6671,22909 139th Ave,Jamaica,24-Jan-19,500000.0,1720,11413,Queens
6672,18613 Jordan Ave,Jamaica,24-Jan-19,687000.0,2736,11412,Queens
6673,2434 90th Pl,Flushing,24-Jan-19,770000.0,1831,11369,Queens
6674,17206 76th Ave,Flushing,24-Jan-19,1075000.0,990,11366,Queens
6675,9811 Albert Rd,Jamaica,24-Jan-19,492000.0,1031,11417,Queens
6676,24870 54th Ave,Flushing,24-Jan-19,800000.0,1225,11362,Queens
6677,4548 170th St,Flushing,24-Jan-19,658000.0,1216,11358,Queens
6678,6956 229th St,Flushing,24-Jan-19,1450000.0,2000,11364,Queens
6679,5009 2nd St #623,Long Island City,24-Jan-19,970000.0,884,11101,Queens
6680,1531 Bell Blvd,Flushing,24-Jan-19,1325000.0,2899,11360,Queens
6681,16230 Powells Cove Blvd #9D,Whitestone,28-Jan-19,271500.0,40692,11357,Queens
6682,7982 Cooper Ave,Glendale,28-Jan-19,659000.0,1348,11385,Queens
6683,2510 88th St,Flushing,28-Jan-19,1550000.0,3100,11369,Queens
6684,44 Slocum Cres,Flushing,28-Jan-19,1675000.0,1765,11375,Queens
6685,11450 146th St,Jamaica,28-Jan-19,489000.0,896,11436,Queens
6686,8828 212th Pl,Jamaica,28-Jan-19,610000.0,1180,11427,Queens
6687,6145 146th St,Flushing,28-Jan-19,1800000.0,3220,11367,Queens
6688,17448 127th Ave,Jamaica,26-Jan-19,550000.0,1728,11434,Queens
6689,15828 86th St,Jamaica,25-Jan-19,990000.0,5184,11414,Queens
6690,8842 Aubrey Ave,Glendale,25-Jan-19,743000.0,1296,11385,Queens
6691,13940 227th St,Laurelton,25-Jan-19,515000.0,1392,11413,Queens
6692,9710 72nd Dr,Flushing,25-Jan-19,730000.0,924,11375,Queens
6693,9937 213th St,Jamaica,25-Jan-19,550000.0,1382,11429,Queens
6694,14521 22nd Ave,Flushing,25-Jan-19,2020000.0,3874,11357,Queens
6695,19118 122nd Ave,Jamaica,25-Jan-19,579000.0,1076,11413,Queens
6696,11432 201st St,Jamaica,25-Jan-19,451000.0,1200,11412,Queens
6697,9123 214th St,Jamaica,25-Jan-19,450000.0,992,11428,Queens
6698,11538 166th St,Jamaica,25-Jan-19,450000.0,1778,11434,Queens
6699,6326 71st St,Flushing,25-Jan-19,855000.0,1672,11379,Queens
6700,8410 101st St #2N,Jamaica,25-Jan-19,347000.0,706,11418,Queens
6701,18227 Hovendon Rd,Jamaica,25-Jan-19,1295000.0,2264,11432,Queens
6702,10310 92nd St,Jamaica,25-Jan-19,800000.0,3391,11417,Queens
6703,14018 58th Rd,Flushing,25-Jan-19,925000.0,1632,11355,Queens
6704,1 Bay Club Dr #7W,Flushing,25-Jan-19,555000.0,762,11360,Queens
6705,5108 Van Horn St,Flushing,25-Jan-19,1630000.0,3217,11373,Queens
6706,4028 College Point Blvd #1210,Flushing,25-Jan-19,805000.0,875,11354,Queens
6707,2540 Shore Blvd #20R,Long Island City,25-Jan-19,850000.0,896,11102,Queens
6708,13171 233rd St,Jamaica,25-Jan-19,536000.0,1105,11422,Queens
6709,11922 202nd St,Jamaica,25-Jan-19,689000.0,3400,11412,Queens
6710,6757 75th St,Flushing,25-Jan-19,1900.0,2448,11379,Queens
6711,1433 136th St,Flushing,29-Jan-19,732000.0,1050,11356,Queens
6712,15066 116th Rd,Jamaica,29-Jan-19,446000.0,896,11434,Queens
6713,9115 86th Dr,Jamaica,29-Jan-19,600000.0,2080,11421,Queens
6714,8715 165th St #7G,Jamaica,29-Jan-19,95000.0,54991,11432,Queens
6715,8853 82nd Ave,Glendale,28-Jan-19,1700.0,2646,11385,Queens
6716,1507 Beach 11th St,Far Rockaway,28-Jan-19,479000.0,1430,11691,Queens
6717,9215 Vanderveer St,Jamaica,28-Jan-19,615000.0,1312,11428,Queens
6718,4102 Queens Blvd #5D,Long Island City,28-Jan-19,765000.0,939,11104,Queens
6719,10010 67th Rd #3C,Flushing,28-Jan-19,690000.0,1045,11375,Queens
6720,8789 144th St,Jamaica,28-Jan-19,840000.0,2080,11435,Queens
6721,7339 179th St,Flushing,28-Jan-19,950000.0,1362,11366,Queens
6722,9562 113th St,Jamaica,28-Jan-19,420000.0,1360,11419,Queens
6723,6254 97th Pl #10N,Flushing,28-Jan-19,521000.0,663,11374,Queens
6724,22742 114th Rd,Jamaica,28-Jan-19,587000.0,1031,11411,Queens
6725,6259 65th St,Flushing,28-Jan-19,890000.0,2560,11379,Queens
6726,21716 136th Ave,Jamaica,28-Jan-19,575000.0,1710,11413,Queens
6727,11444 209th St,Jamaica,28-Jan-19,560000.0,1232,11411,Queens
6728,18629 Henderson Ave,Jamaica,28-Jan-19,499999.0,1683,11423,Queens
6729,2009 149th St,Flushing,28-Jan-19,790000.0,1568,11357,Queens
6730,135 Beach 97th St,Rockaway Beach,28-Jan-19,1100000.0,2346,11693,Queens
6731,15815 101st St,Jamaica,28-Jan-19,638000.0,1444,11414,Queens
6732,4825 189th St,Flushing,28-Jan-19,1578288.0,1121,11365,Queens
6733,618 150th Pl,Flushing,28-Jan-19,880000.0,1144,11357,Queens
6734,11012 173rd St,Jamaica,28-Jan-19,200000.0,1224,11433,Queens
6735,14950 17th Rd,Flushing,28-Jan-19,100000.0,1126,11357,Queens
6736,17206 90th Ave,Jamaica,28-Jan-19,999000.0,3036,11432,Queens
6737,10320 217th Ln,Jamaica,28-Jan-19,900000.0,821,11429,Queens
6738,14633 Bayside Ave,Flushing,28-Jan-19,100000.0,1280,11354,Queens
6739,8112 265th St,Glen Oaks,28-Jan-19,635000.0,1092,11004,Queens
6740,9730 123rd St,Jamaica,28-Jan-19,515000.0,1110,11419,Queens
6741,21505 111th Rd,Jamaica,30-Jan-19,618000.0,1672,11429,Queens
6742,12209 Hillside Ave,Jamaica,30-Jan-19,870000.0,1836,11418,Queens
6743,9516 162nd Ave,Jamaica,30-Jan-19,600000.0,1750,11414,Queens
6744,11617 224th St,Jamaica,29-Jan-19,519000.0,924,11411,Queens
6745,13640 62nd Ave,Flushing,29-Jan-19,1500000.0,2400,11367,Queens
6746,12644 149th St,Jamaica,29-Jan-19,361000.0,930,11436,Queens
6747,10218 Remson Pl,Jamaica,29-Jan-19,230000.0,683,11414,Queens
6748,11436 220th St,Jamaica,29-Jan-19,534560.0,910,11411,Queens
6749,14948 17th Rd,Flushing,29-Jan-19,100000.0,1086,11357,Queens
6750,6511 Clinton Ave,Flushing,29-Jan-19,700000.0,1520,11378,Queens
6751,9027 212th St,Jamaica,29-Jan-19,570000.0,1726,11428,Queens
6752,2440 32nd St,Long Island City,29-Jan-19,887500.0,1152,11102,Queens
6753,6617 69th St #1B,Flushing,29-Jan-19,405000.0,595,11379,Queens
6754,6204 77th Pl,Flushing,29-Jan-19,685000.0,864,11379,Queens
6755,2417 88th St,Flushing,29-Jan-19,628900.0,1683,11369,Queens
6756,16427 109th Rd,Jamaica,29-Jan-19,630000.0,2331,11433,Queens
6757,9518 94th St,Jamaica,29-Jan-19,700000.0,2200,11416,Queens
6758,6523 183rd St,Flushing,29-Jan-19,990000.0,2200,11365,Queens
6759,8009 Margaret Pl,Glendale,31-Jan-19,712000.0,1504,11385,Queens
6760,6389 Alderton St,Flushing,31-Jan-19,1075000.0,1552,11374,Queens
6761,10649 Guy R Brewer Blvd,Jamaica,31-Jan-19,765000.0,1654,11433,Queens
6762,8509 151st Ave #3F,Jamaica,31-Jan-19,265000.0,822,11414,Queens
6763,6242 99th St,Flushing,31-Jan-19,1400000.0,2226,11374,Queens
6764,5418 63rd Pl,Flushing,31-Jan-19,795000.0,1916,11378,Queens
6765,6438 233rd St,Flushing,31-Jan-19,975000.0,1114,11364,Queens
6766,16334 92nd St,Jamaica,31-Jan-19,679000.0,1765,11414,Queens
6767,10704 104th St,Jamaica,31-Jan-19,870000.0,2256,11417,Queens
6768,150 Beach 93rd St,Rockaway Beach,31-Jan-19,850000.0,1773,11693,Queens
6769,19820 Epsom Crse,Jamaica,31-Jan-19,885000.0,1551,11423,Queens
6770,1541 Metropolitan Ave #11D,Bronx,17-May-18,218000.0,862,10462,Bronx
6771,1164 Elder Ave,Bronx,17-May-18,930000.0,3362,10472,Bronx
6772,860 Grand Concourse #2K,Bronx,16-May-18,210530.0,115140,10451,Bronx
6773,1140 Grant Ave,Bronx,16-May-18,,5832,10456,Bronx
6774,2119 Grand Ave,Bronx,16-May-18,,3564,10453,Bronx
6775,959 Grant Ave,Bronx,16-May-18,,3354,10456,Bronx
6776,865 Kinsella St,Bronx,16-May-18,510000.0,2112,10462,Bronx
6777,233 E 238th St,Bronx,16-May-18,,2356,10470,Bronx
6778,751 Clarence Ave,Bronx,16-May-18,,2142,10465,Bronx
6779,856 Leland Ave #31B,Bronx,16-May-18,,936,10473,Bronx
6780,1023 Manor Ave,Bronx,16-May-18,660000.0,3321,10472,Bronx
6781,3115 Kingsbridge Ter,Bronx,16-May-18,,2070,10463,Bronx
6782,330 Jackson Ave,Bronx,16-May-18,,1472,10454,Bronx
6783,2118 Matthews Ave,Bronx,16-May-18,785000.0,2080,10462,Bronx
6784,2762 Colden Ave,Bronx,16-May-18,577000.0,1708,10469,Bronx
6785,2220 E Tremont Ave #2E,Bronx,16-May-18,149000.0,574,10462,Bronx
6786,3336 Country Club Rd,Bronx,16-May-18,585000.0,1360,10465,Bronx
6787,2591 Schurz Ave,Bronx,16-May-18,862500.0,2108,10465,Bronx
6788,830 Elton Ave,Bronx,15-May-18,,17150,10451,Bronx
6789,4701 Bronx Blvd,Bronx,15-May-18,590000.0,1960,10470,Bronx
6790,1234 Mayflower Ave,Bronx,15-May-18,625000.0,2700,10461,Bronx
6791,2480 Arthur Ave,Bronx,15-May-18,,7344,10458,Bronx
6792,26 E 235th St,Bronx,15-May-18,655000.0,4120,10470,Bronx
6793,1047 Hoe Ave,Bronx,15-May-18,,5436,10459,Bronx
6794,2541 Aqueduct Ave,Bronx,15-May-18,,27250,10468,Bronx
6795,257 E 202nd St,Bronx,15-May-18,,1360,10458,Bronx
6796,3348 Campbell Dr,Bronx,15-May-18,,1462,10465,Bronx
6797,1767 Seminole Ave,Bronx,15-May-18,499999.0,1757,10461,Bronx
6798,2532 Williamsbridge Rd,Bronx,15-May-18,396900.0,1908,10469,Bronx
6799,1450 Leland Ave,Bronx,15-May-18,,3850,10460,Bronx
6800,830 Faile St,Bronx,22-May-18,653200.0,3600,10474,Bronx
6801,733 Van Nest Ave,Bronx,22-May-18,570000.0,2104,10462,Bronx
6802,2530 Tiemann Ave,Bronx,22-May-18,530000.0,1944,10469,Bronx
6803,1761 Weeks Ave,Bronx,22-May-18,595000.0,2400,10457,Bronx
6804,204 W 260th St,Bronx,22-May-18,925500.0,2636,10471,Bronx
6805,320 E 241st St,Bronx,21-May-18,200000.0,1786,10470,Bronx
6806,1020 Swinton Ave,Bronx,21-May-18,,2215,10465,Bronx
6807,1324 Franklin Ave,Bronx,24-May-18,,2400,10456,Bronx
6808,5 Metropolitan Oval #9H,Bronx,24-May-18,130000.0,681,10462,Bronx
6809,4012 Bruner Ave,Bronx,24-May-18,,1512,10466,Bronx
6810,948 E 223rd St,Bronx,24-May-18,585000.0,2440,10466,Bronx
6811,2322 Fish Ave,Bronx,24-May-18,540000.0,1158,10469,Bronx
6812,642 Eagle Ave #A,Bronx,24-May-18,560000.0,2925,10455,Bronx
6813,2306 Boller Ave,Bronx,24-May-18,438375.0,1540,10475,Bronx
6814,1823 Holland Ave,Bronx,24-May-18,435000.0,1104,10462,Bronx
6815,300 Zerega Ave,Bronx,23-May-18,,3068,10473,Bronx
6816,328 Castle Hill Ave,Bronx,30-May-18,471000.0,1902,10473,Bronx
6817,4174 Paulding Ave,Bronx,30-May-18,420000.0,1840,10466,Bronx
6818,1307 College Ave,Bronx,30-May-18,485000.0,1528,10456,Bronx
6819,1000 Tinton Ave,Bronx,30-May-18,,1616,10456,Bronx
6820,1868 Barnes Ave,Bronx,30-May-18,479000.0,1782,10462,Bronx
6821,24 Pennyfield Ave #3B,Bronx,30-May-18,310000.0,795,10465,Bronx
6822,1600 Parkview Ave #5B,Bronx,29-May-18,260000.0,635,10461,Bronx
6823,501 Olmstead Ave,Bronx,29-May-18,527000.0,2325,10473,Bronx
6824,721 Thieriot Ave,Bronx,29-May-18,630000.0,1932,10473,Bronx
6825,914 Clarence Ave,Bronx,29-May-18,470000.0,1384,10465,Bronx
6826,1258 Stratford Ave,Bronx,29-May-18,730000.0,3321,10472,Bronx
6827,4155 Gunther Ave,Bronx,29-May-18,407500.0,1216,10466,Bronx
6828,251 W 260th St,Bronx,29-May-18,620000.0,1240,10471,Bronx
6829,6125 Broadway,Bronx,1-Jun-18,,21375,10471,Bronx
6830,250 William Ave,Bronx,1-Jun-18,600000.0,1458,10464,Bronx
6831,2454 Devoe Ter,Bronx,1-Jun-18,375000.0,3027,10468,Bronx
6832,246 Huntington Ave,Bronx,1-Jun-18,475000.0,1998,10465,Bronx
6833,2016 Lafontaine Ave,Bronx,1-Jun-18,423000.0,3477,10457,Bronx
6834,1062 Waring Ave,Bronx,1-Jun-18,470000.0,1642,10469,Bronx
6835,963 E 230th St,Bronx,1-Jun-18,600000.0,2032,10466,Bronx
6836,424 E 139th St,Bronx,31-May-18,,2080,10454,Bronx
6837,1472 Shakespeare Ave,Bronx,31-May-18,,4437,10452,Bronx
6838,1596 Unionport Rd #1D,Bronx,31-May-18,149000.0,624,10462,Bronx
6839,4134 Boyd Ave,Bronx,31-May-18,315000.0,896,10466,Bronx
6840,1846 Unionport Rd,Bronx,31-May-18,485000.0,1660,10462,Bronx
6841,3834 Laconia Ave,Bronx,31-May-18,,1690,10469,Bronx
